time(s)	nformants	F1(Hz)	F2(Hz)	F3(Hz)	F4(Hz)	F5(Hz)
21.701135	5	410.292	1132.232	2386.041	3282.227	3928.656
21.706135	5	402.459	1126.407	2415.809	3234.470	3835.812
21.711135	5	404.358	1098.345	2422.710	3259.873	3852.966
21.716135	5	394.726	1088.292	2409.898	3247.007	3834.910
21.721135	5	398.371	1087.240	2413.212	3288.589	3823.179
21.726135	5	401.747	1068.171	2407.230	3356.282	3863.885
21.731135	5	402.044	1070.494	2425.961	3399.633	3923.051
21.736135	5	396.871	1050.944	2433.349	3398.112	4426.678
21.741135	4	389.621	1042.018	2444.634	3394.548	--undefined--
21.746135	4	389.925	1051.767	2438.173	3410.456	--undefined--
21.751135	4	383.924	1041.301	2428.977	3415.711	--undefined--
21.756135	4	380.170	1077.355	2433.647	3460.036	--undefined--
21.761135	4	361.728	1060.155	2438.831	3623.157	--undefined--
21.766135	5	371.804	1019.288	2444.486	3633.719	4610.887
21.771135	5	434.348	954.382	2564.481	3551.351	4467.011
21.776135	5	460.343	916.475	2669.770	3550.360	4319.448
21.781135	5	456.270	908.605	2687.593	3531.425	4205.111
21.786135	5	442.884	912.716	2674.642	3501.044	4156.383
21.791135	5	442.256	906.331	2665.566	3496.040	4151.579
21.796135	5	430.658	897.674	2643.212	3480.586	4186.984
21.801135	5	427.560	893.551	2619.160	3459.089	4219.920
21.806135	5	426.354	890.374	2587.302	3402.244	4254.052
21.811135	5	428.235	884.282	2545.488	3290.999	4181.352
21.816135	5	419.810	912.358	2500.599	3394.677	4032.083
21.821135	5	401.172	957.027	2429.406	3195.362	3969.047
21.826135	5	403.449	990.846	2369.722	2969.997	4141.365
21.831135	5	421.093	1004.321	2346.979	3047.501	3968.994
21.836135	5	420.237	1060.112	2312.799	3252.374	3701.636
21.841135	4	427.503	1123.075	2353.831	3698.339	--undefined--
21.846135	4	518.228	1556.085	2440.469	3691.466	--undefined--
21.851135	4	410.643	1426.728	2465.117	3667.342	--undefined--
21.856135	5	323.184	1215.002	2478.282	2997.373	3786.825
21.861135	5	335.970	1293.225	2504.484	3724.379	4627.731
21.866135	4	335.545	1379.359	2582.393	3614.284	--undefined--
21.871135	4	337.067	1417.021	2631.423	3451.030	--undefined--
21.876135	5	344.769	1361.390	2659.810	3155.791	4393.911
21.881135	5	369.552	1336.628	2715.213	3136.716	4396.705
21.886135	5	381.113	1334.587	2741.262	3252.887	4375.065
21.891135	5	375.441	1326.828	2787.193	3330.290	4354.595
21.896135	5	424.570	1260.472	2797.503	3464.373	4327.544
21.901135	5	473.848	1055.702	2662.669	3571.064	4119.127
21.906135	5	429.277	1008.212	2516.995	3561.962	4281.497
21.911135	5	402.690	1041.827	2508.452	3548.902	4136.448
21.916135	5	391.332	1087.414	2561.936	3564.767	4395.092
21.921135	5	370.098	1081.504	2511.295	3552.981	4252.997
21.926135	5	367.012	1086.793	2473.606	3560.676	4178.558
21.931135	5	381.377	1098.026	2466.624	3545.751	4271.146
21.936135	5	387.053	1087.624	2488.056	3496.893	4147.036
21.941135	5	400.131	997.333	2523.220	3478.526	4092.487
21.946135	5	419.515	967.463	2560.764	3490.867	4102.569
21.951135	5	437.438	971.455	2555.180	3511.624	4033.290
21.956135	5	439.717	988.079	2591.503	3503.513	4015.882
21.961135	5	416.587	1013.613	2700.307	3562.896	4095.984
21.966135	5	420.358	1002.450	2712.631	3548.352	4151.975
21.971135	5	418.584	985.334	2715.316	3490.640	4123.068
21.976135	5	434.104	991.274	2739.764	3443.983	4039.405
21.981135	5	434.904	956.654	2733.372	3409.459	3965.689
21.986135	5	434.358	971.821	2736.385	3395.423	4008.500
21.991135	5	434.522	988.803	2749.960	3392.785	4071.871
21.996135	5	443.597	968.989	2731.187	3394.751	4193.142
22.001135	5	447.235	958.341	2716.305	3383.119	4186.839
22.006135	5	431.248	948.933	2697.286	3360.139	4100.413
22.011135	5	431.731	938.146	2686.217	3350.723	4042.274
22.016135	5	431.599	938.019	2661.649	3319.347	3973.133
22.021135	5	436.636	931.081	2653.337	3325.378	3930.482
22.026135	5	440.814	921.860	2669.285	3359.184	3909.567
22.031135	5	442.257	925.422	2668.978	3353.544	4117.716
22.036135	5	423.578	936.694	2655.591	3332.064	4251.170
22.041135	5	425.367	936.966	2638.523	3331.376	4372.761
22.046135	5	382.261	926.299	2615.832	3329.452	4521.119
22.051135	5	357.132	927.989	2538.305	3279.441	4428.061
22.056135	5	353.833	1070.553	2499.576	3230.751	4442.883
22.061135	5	354.656	1200.832	2534.143	3270.500	4447.459
22.066135	5	375.554	1181.325	2517.234	3300.319	4423.385
22.071135	5	465.452	1216.385	2499.715	3337.810	4210.925
22.076135	5	513.661	1260.774	2491.292	3303.716	4056.634
22.081135	5	547.489	1309.773	2482.375	3289.794	4024.999
22.086135	5	564.357	1348.300	2484.345	3298.678	4378.836
22.091135	5	569.148	1388.194	2460.869	3294.250	4653.582
22.096135	4	561.038	1432.439	2436.819	3296.828	--undefined--
22.101135	4	553.647	1463.751	2434.860	3287.448	--undefined--
22.106135	5	553.330	1492.120	2413.098	3287.519	4748.624
22.111135	5	553.432	1516.397	2380.949	3306.628	4651.890
22.116135	4	558.300	1545.796	2373.815	3313.192	--undefined--
22.121135	5	561.382	1566.183	2379.175	3316.807	4675.771
22.126135	5	550.128	1606.607	2435.258	3323.229	4354.181
22.131135	5	534.521	1668.531	2501.992	3305.635	4289.703
22.136135	5	520.546	1701.023	2538.101	3335.472	4307.964
22.141135	5	516.013	1777.120	2607.336	3510.076	4300.373
22.146135	5	531.955	2046.757	2597.181	3520.950	4187.538
22.151135	5	523.324	2084.835	2584.734	3389.344	4234.141
22.156135	5	508.496	2008.895	2599.424	3408.218	4291.607
22.161135	5	476.744	1978.432	2611.899	3377.541	4360.746
22.166135	5	457.835	1950.390	2657.281	3552.568	4362.174
22.171135	5	454.720	1897.904	2688.501	3663.105	4348.695
22.176135	5	404.589	1963.829	2672.794	3852.180	4244.023
22.181135	5	384.806	2204.361	2641.769	4091.315	4185.709
22.186135	4	377.383	2021.609	2666.847	4023.929	--undefined--
22.191135	4	414.744	2080.278	2690.225	4005.888	--undefined--
22.196135	5	385.748	1861.054	2398.701	3279.286	4560.322
22.201135	5	347.961	1461.607	2402.052	3244.127	4396.317
22.206135	5	346.625	1385.945	2378.362	3235.674	4087.882
22.211135	5	342.206	1315.676	2372.131	3229.441	4005.639
22.216135	5	337.668	1199.571	2374.389	3228.170	3952.819
22.221135	5	335.468	1120.369	2375.264	3239.475	3931.084
22.226135	5	330.168	1074.577	2382.657	3230.215	3894.945
22.231135	5	325.928	1025.355	2411.814	3229.489	3857.824
22.236135	5	328.404	1003.320	2429.806	3248.692	3884.690
22.241135	5	326.814	995.939	2444.764	3254.161	4127.450
22.246135	5	322.728	980.760	2475.779	3252.080	4173.539
22.251135	5	325.337	973.101	2465.879	3256.833	4077.858
22.256135	5	323.273	977.277	2475.861	3272.822	4137.147
22.261135	5	322.693	979.561	2511.894	3260.052	4123.595
22.266135	5	324.731	967.227	2638.396	3250.216	4150.074
22.271135	5	326.700	970.876	2684.008	3264.265	4178.590
22.276135	5	331.277	985.712	2715.105	3291.611	4444.927
22.281135	5	333.580	977.943	2612.592	3265.730	4354.638
22.286135	5	337.418	963.335	2552.179	3251.052	4095.644
22.291135	5	336.533	948.878	2442.180	3258.198	4042.399
22.296135	5	338.421	945.554	2418.504	3224.154	3991.571
22.301135	5	339.777	955.332	2485.149	3238.098	3958.454
22.306135	5	333.414	950.063	2459.581	3295.769	4075.877
22.311135	5	322.183	960.378	2427.832	3315.195	4098.981
22.316135	5	311.711	968.932	2434.263	3333.741	4080.080
22.321135	5	298.111	964.283	2455.354	3344.976	4049.205
22.326135	5	288.157	953.118	2518.035	3369.434	4093.812
22.331135	5	281.837	948.801	2571.032	3374.513	4414.362
22.336135	5	277.164	957.787	2592.407	3366.995	4561.054
22.341135	5	278.310	994.984	2602.703	3381.468	4566.065
22.346135	5	280.318	993.506	2603.210	3406.784	4540.742
22.351135	5	280.643	1009.809	2610.659	3413.528	4532.825
22.356135	5	285.625	1034.799	2610.545	3354.017	4534.937
22.361135	5	289.731	1075.607	2621.062	3401.886	4541.774
22.366135	5	290.827	1125.933	2648.554	3418.941	4632.680
22.371135	4	292.887	1199.482	2678.485	3421.455	--undefined--
22.376135	4	297.279	1241.845	2698.760	3436.509	--undefined--
22.381135	4	294.691	1285.077	2699.226	3404.152	--undefined--
22.386135	4	288.624	1308.549	2698.802	3349.918	--undefined--
22.391135	5	287.781	1325.899	2700.707	3337.897	4839.320
22.396135	4	293.121	1339.555	2709.184	3369.645	--undefined--
22.401135	5	300.798	1326.347	2712.216	3378.334	4898.484
22.406135	5	308.152	1330.647	2704.564	3337.342	4767.878
22.411135	5	312.396	1340.809	2699.318	3291.940	4685.901
22.416135	5	309.559	1344.614	2704.931	3266.648	4680.516
22.421135	5	302.324	1350.672	2704.233	3245.570	4720.782
22.426135	5	297.259	1351.449	2691.294	3232.521	4705.550
22.431135	5	295.389	1349.127	2678.184	3245.238	4729.674
22.436135	5	294.454	1355.273	2673.742	3212.018	4835.345
22.441135	5	297.195	1344.644	2669.875	3177.772	4910.114
22.446135	5	302.622	1321.228	2656.084	3148.553	4872.180
22.451135	5	312.699	1263.179	2627.165	3040.362	4724.314
22.456135	5	333.358	1177.512	2608.846	2941.617	4744.095
22.461135	4	360.310	996.460	2601.597	2923.097	--undefined--
22.466135	4	374.011	945.395	2588.044	3191.833	--undefined--
22.471135	4	393.390	987.417	2561.605	3642.337	--undefined--
22.476135	4	507.728	1048.275	2533.206	3659.034	--undefined--
22.481135	4	569.341	1110.162	2480.821	3657.506	--undefined--
22.486135	4	613.206	1145.767	2413.590	3617.005	--undefined--
22.491135	4	619.484	1151.681	2364.667	3540.111	--undefined--
22.496135	4	617.878	1145.143	2330.662	3238.204	--undefined--
22.501135	4	1021.869	1262.849	2407.282	3378.447	--undefined--
22.506135	4	735.784	1520.808	2436.673	3416.625	--undefined--
22.511135	4	594.319	1533.281	2425.263	3451.814	--undefined--
22.516135	4	497.873	1549.665	2405.532	3445.855	--undefined--
22.521135	4	445.601	1565.064	2466.863	3359.666	--undefined--
22.526135	4	470.914	1732.621	2538.476	3381.730	--undefined--
22.531135	4	501.431	1972.685	2662.946	3433.817	--undefined--
22.536135	4	461.329	1996.581	2697.957	3480.645	--undefined--
22.541135	4	523.060	2049.775	2731.929	3521.675	--undefined--
22.546135	4	534.892	2082.561	2730.879	3534.135	--undefined--
22.551135	4	458.527	2108.750	2727.226	3534.616	--undefined--
22.556135	4	402.141	2084.628	2691.736	3491.108	--undefined--
22.561135	4	400.064	2072.225	2686.352	3485.192	--undefined--
22.566135	4	415.273	2094.854	2703.801	3478.675	--undefined--
22.571135	4	382.767	2111.888	2710.869	3476.655	--undefined--
22.576135	4	355.189	2132.689	2739.858	3487.525	--undefined--
22.581135	4	332.130	2129.338	2711.042	3525.606	--undefined--
22.586135	4	321.984	2116.514	2633.659	3523.119	--undefined--
22.591135	4	323.242	2117.357	2584.111	3465.853	--undefined--
22.596135	4	329.171	2135.510	2592.868	3474.642	--undefined--
22.601135	4	320.788	2118.305	2574.659	3482.631	--undefined--
22.606135	4	323.683	2107.730	2514.609	3531.569	--undefined--
22.611135	4	333.454	2112.949	2509.258	3648.167	--undefined--
22.616135	5	340.828	2132.962	2561.075	3599.628	4439.966
22.621135	5	352.874	2070.001	2499.790	3593.325	4257.950
22.626135	5	370.655	1925.549	2517.779	3650.760	4202.249
22.631135	5	384.575	1925.783	2563.309	3724.517	4483.394
22.636135	4	392.629	1878.470	2615.767	3720.555	--undefined--
22.641135	5	379.017	1885.266	2592.360	3734.763	4336.422
22.646135	5	387.834	1891.646	2585.388	3736.923	4420.188
22.651135	4	412.268	1865.395	2617.238	3657.287	--undefined--
22.656135	4	432.262	1829.959	2572.155	3608.878	--undefined--
22.661135	5	445.927	1603.789	2452.866	3421.940	4178.482
22.666135	5	452.188	1534.786	2477.080	3390.979	4194.354
22.671135	5	459.296	1499.184	2635.024	3474.364	4319.654
22.676135	5	470.296	1484.291	2743.801	3559.027	4340.978
22.681135	5	477.841	1447.841	2824.172	3571.076	4121.739
22.686135	5	473.598	1405.243	2745.934	3299.973	4004.617
22.691135	5	469.131	1379.540	2624.394	3262.101	3992.937
22.696135	5	465.753	1348.591	2584.617	3307.220	4083.558
22.701135	5	461.741	1315.133	2503.676	3324.976	4179.919
22.706135	5	452.327	1227.314	2478.086	3371.625	4249.313
22.711135	5	450.972	1191.580	2444.579	3342.221	4137.441
22.716135	5	445.727	1167.290	2440.702	3269.215	4033.726
22.721135	5	436.446	1174.442	2450.749	3279.791	4057.344
22.726135	5	430.952	1163.607	2449.819	3312.018	4071.506
22.731135	5	422.571	1143.744	2444.254	3337.934	4030.632
22.736135	5	417.291	1117.775	2450.283	3344.378	4052.925
22.741135	5	408.339	1098.229	2493.142	3345.110	4061.265
22.746135	5	399.863	1063.371	2487.998	3326.204	3983.353
22.751135	5	380.303	1045.318	2429.425	3300.886	3930.469
22.756135	5	364.878	1069.730	2410.599	3281.489	3940.108
22.761135	5	338.107	1073.917	2407.438	3267.886	3943.768
22.766135	5	339.793	1118.151	2378.263	3306.590	3958.579
22.771135	5	334.738	1138.632	2424.634	3423.653	4028.030
22.776135	5	344.676	1160.932	2453.660	3445.714	4737.416
22.781135	4	343.457	1127.623	2450.477	3414.626	--undefined--
22.786135	4	346.673	1104.171	2443.385	3346.121	--undefined--
22.791135	4	343.632	1209.067	2441.668	3336.576	--undefined--
22.796135	4	339.542	1327.214	2438.703	3364.052	--undefined--
22.801135	4	332.531	1288.421	2450.224	3439.979	--undefined--
22.806135	4	311.522	1252.973	2454.713	3325.029	--undefined--
22.811135	4	294.692	1267.217	2451.669	3278.309	--undefined--
22.816135	4	283.947	1299.840	2463.012	3309.957	--undefined--
22.821135	4	284.919	1403.115	2473.319	3299.849	--undefined--
22.826135	4	285.970	1398.329	2472.271	3268.910	--undefined--
22.831135	4	291.329	1452.165	2475.434	3265.917	--undefined--
22.836135	4	290.919	1474.078	2482.594	3268.788	--undefined--
22.841135	4	292.136	1468.790	2486.984	3220.213	--undefined--
22.846135	4	284.692	1399.472	2479.548	3127.315	--undefined--
22.851135	4	284.856	1393.588	2472.727	3097.416	--undefined--
22.856135	4	293.646	1468.009	2474.026	3427.325	--undefined--
22.861135	4	296.262	1680.085	2465.478	3586.305	--undefined--
22.866135	5	299.813	1678.704	2432.184	3483.192	4715.517
22.871135	4	300.794	1738.258	2420.640	3406.601	--undefined--
22.876135	4	307.724	1798.716	2440.991	3383.686	--undefined--
22.881135	4	313.501	1844.528	2440.953	3367.087	--undefined--
22.886135	5	322.938	1896.743	2428.038	3355.415	4607.685
22.891135	5	314.905	1936.914	2418.662	3342.046	4523.272
22.896135	5	297.971	1951.593	2427.864	3347.665	4777.955
22.901135	4	300.232	1954.558	2417.750	3345.264	--undefined--
22.906135	4	309.498	1961.669	2395.859	3325.079	--undefined--
22.911135	5	308.572	1929.555	2370.394	3312.678	4639.708
22.916135	5	305.182	1985.582	2356.119	3330.866	4515.384
22.921135	5	300.331	2034.473	2342.638	3335.087	4435.964
22.926135	4	292.065	2012.597	2395.963	3355.289	--undefined--
22.931135	5	291.790	1997.545	2401.108	3330.641	4530.586
22.936135	5	295.091	2043.868	2405.116	3302.528	4388.831
22.941135	5	293.892	1934.869	2417.773	3305.391	4362.893
22.946135	5	294.350	1895.636	2395.071	3299.268	4287.500
22.951135	5	296.846	1992.283	2373.194	3303.482	4316.405
22.956135	5	307.189	1963.055	2389.226	3305.931	4456.309
22.961135	5	307.548	1922.696	2403.541	3331.414	4376.787
22.966135	5	300.763	1950.499	2410.861	3374.637	4287.805
22.971135	4	298.002	2396.095	2437.235	3454.859	--undefined--
22.976135	4	303.543	2350.216	2686.278	3574.747	--undefined--
22.981135	4	308.786	2308.316	2745.027	3656.977	--undefined--
22.986135	4	299.093	2304.008	2705.498	3783.811	--undefined--
22.991135	4	285.228	2284.902	2573.976	3769.971	--undefined--
22.996135	4	281.397	2246.478	2622.696	3725.655	--undefined--
23.001135	5	275.730	2194.348	2482.899	3387.901	4617.849
23.006135	4	279.770	2145.805	2394.864	3514.369	--undefined--
23.011135	5	294.233	1789.890	2392.425	3560.458	4565.167
23.016135	5	305.990	1600.427	2420.050	3619.698	4535.975
23.021135	5	309.697	1729.928	2438.239	3575.094	4376.646
23.026135	5	305.791	1616.816	2475.016	3550.770	4397.784
23.031135	5	345.677	1519.019	2537.165	3398.616	4385.155
23.036135	5	363.273	1551.631	2496.117	3290.669	4215.330
23.041135	5	367.794	1550.369	2446.388	3263.834	4006.855
23.046135	5	385.844	1476.357	2363.805	3253.278	3922.067
23.051135	5	386.810	1345.423	2357.761	3241.655	3916.344
23.056135	5	375.770	1176.699	2407.504	3250.564	3945.719
23.061135	5	372.379	1115.866	2438.814	3252.552	4022.364
23.066135	5	381.034	1060.384	2460.771	3246.502	4030.471
23.071135	5	380.573	1046.059	2468.422	3246.925	4005.539
23.076135	5	377.224	1026.770	2550.144	3245.876	3997.156
23.081135	5	372.659	1009.368	2599.796	3253.269	4025.914
23.086135	5	369.024	985.966	2704.894	3260.105	4088.330
23.091135	5	370.040	982.377	2642.006	3282.703	4335.338
23.096135	5	367.514	971.039	2561.985	3271.903	4559.186
23.101135	5	373.217	963.374	2568.024	3272.440	4575.367
23.106135	5	371.147	943.670	2571.455	3280.213	4512.705
23.111135	5	367.588	912.050	2561.565	3285.234	4574.633
23.116135	5	367.662	916.337	2567.330	3294.546	4644.844
23.121135	5	374.959	926.473	2548.365	3282.067	4588.694
23.126135	5	370.724	915.023	2512.036	3284.203	4552.835
23.131135	5	365.905	906.640	2506.845	3287.676	4586.405
23.136135	5	367.313	909.400	2539.312	3303.726	4525.686
23.141135	5	365.970	907.999	2543.931	3303.200	4372.459
23.146135	5	364.013	908.751	2578.212	3297.613	4379.230
23.151135	5	362.671	912.019	2578.839	3290.477	4327.973
23.156135	5	371.616	908.402	2554.207	3289.826	4216.286
23.161135	5	377.318	909.203	2565.275	3283.603	4152.785
23.166135	5	379.887	903.070	2592.654	3271.257	4407.445
23.171135	5	382.146	898.749	2606.607	3281.140	4501.357
23.176135	5	385.939	887.340	2642.327	3285.041	4356.475
23.181135	5	388.347	876.428	2623.436	3290.254	4291.628
23.186135	5	386.588	872.674	2611.502	3288.448	4321.973
23.191135	5	388.400	871.260	2614.011	3289.395	4312.946
23.196135	5	386.640	880.468	2593.568	3284.160	4259.010
23.201135	5	391.699	885.831	2562.952	3325.181	4202.866
23.206135	5	390.619	885.067	2585.402	3334.868	4353.347
23.211135	5	386.072	873.295	2580.017	3299.061	4428.842
23.216135	5	385.238	888.449	2597.027	3277.393	4243.985
23.221135	5	387.034	901.224	2635.491	3262.380	4207.889
23.226135	5	385.118	887.715	2631.758	3267.876	4232.542
23.231135	5	376.018	888.924	2595.085	3266.864	4192.779
23.236135	5	370.710	896.870	2650.305	3256.423	4121.882
23.241135	5	363.826	919.142	2708.635	3264.485	4171.367
23.246135	5	357.814	930.885	2717.907	3265.130	4215.412
23.251135	5	349.077	943.717	2667.734	3289.065	4248.096
23.256135	5	343.145	953.482	2571.938	3278.577	4164.626
23.261135	5	339.956	970.119	2457.389	3257.464	4146.425
23.266135	5	340.149	986.217	2405.924	3276.454	4161.967
23.271135	5	340.815	985.193	2378.969	3287.965	4150.579
23.276135	5	334.635	1140.614	2363.237	3303.768	4079.604
23.281135	5	324.479	1644.675	2367.233	3357.682	4077.276
23.286135	5	313.815	1716.945	2372.428	3361.814	4156.677
23.291135	5	311.236	1766.086	2400.681	3376.724	4298.447
23.296135	5	304.870	1787.101	2397.463	3345.417	4108.140
23.301135	5	305.920	1847.924	2406.748	3334.071	4157.251
23.306135	4	305.166	1929.407	2442.699	3370.523	--undefined--
23.311135	4	307.732	1946.810	2454.585	3392.195	--undefined--
23.316135	5	308.192	1900.588	2413.455	3348.834	4802.385
23.321135	5	306.131	1866.826	2420.287	3337.519	4618.929
23.326135	5	307.295	1843.281	2445.564	3315.976	3959.812
23.331135	5	306.770	1815.425	2412.290	3285.997	3760.329
23.336135	5	313.795	1800.154	2402.810	3277.521	3742.316
23.341135	5	315.951	1790.202	2417.355	3278.698	3850.894
23.346135	5	323.370	1760.935	2425.220	3266.612	3808.867
23.351135	5	324.693	1743.861	2401.175	3275.552	3762.941
23.356135	5	330.679	1726.228	2394.474	3278.484	3750.985
23.361135	5	335.800	1753.763	2368.598	3289.660	3747.801
23.366135	5	342.610	1720.632	2303.986	3279.917	3751.548
23.371135	5	347.791	1363.375	2330.072	3274.168	3877.882
23.376135	5	352.755	1243.463	2348.795	3289.074	3930.103
23.381135	5	362.066	1115.092	2361.773	3268.225	3997.711
23.386135	5	361.801	1041.524	2374.489	3273.464	4109.352
23.391135	5	353.634	999.026	2419.923	3283.288	4159.398
23.396135	5	333.864	1003.198	2426.106	3311.625	4177.691
23.401135	5	329.417	1036.039	2407.651	3322.122	4198.964
23.406135	5	320.940	1080.081	2393.639	3340.110	4224.763
23.411135	5	316.680	1117.549	2409.984	3377.546	4307.211
23.416135	5	323.816	1101.884	2400.084	3351.795	4526.346
23.421135	5	317.982	1264.435	2352.288	3321.109	4779.352
23.426135	4	310.413	1338.509	2484.538	3450.873	--undefined--
23.431135	5	292.948	1387.274	2417.194	3585.717	4807.949
23.436135	5	308.226	1407.327	2450.628	3539.712	4639.690
23.441135	5	332.619	1343.802	2449.534	3392.768	4590.234
23.446135	5	332.956	1271.330	2386.011	3428.757	4761.462
23.451135	4	333.755	1302.760	2291.371	3431.075	--undefined--
23.456135	4	336.424	1339.798	2330.866	3594.939	--undefined--
23.461135	4	331.461	1341.583	2375.180	3635.313	--undefined--
23.466135	4	497.731	1264.479	2379.705	3624.401	--undefined--
23.471135	4	656.346	1208.776	2356.449	3564.719	--undefined--
23.476135	4	656.499	1205.290	2345.399	3490.342	--undefined--
23.481135	4	655.544	1191.160	2334.009	3435.008	--undefined--
23.486135	4	685.281	1177.694	2329.326	3455.514	--undefined--
23.491135	4	709.505	1189.576	2336.010	3581.149	--undefined--
23.496135	4	723.361	1208.747	2344.160	3748.580	--undefined--
23.501135	4	722.561	1212.834	2305.060	3766.188	--undefined--
23.506135	4	725.993	1218.039	2298.842	3747.739	--undefined--
23.511135	4	723.163	1223.485	2313.311	3697.692	--undefined--
23.516135	4	721.119	1229.411	2295.763	3652.458	--undefined--
23.521135	4	713.385	1235.803	2280.148	3607.793	--undefined--
23.526135	5	705.452	1237.383	2264.524	3583.330	4814.756
23.531135	5	701.315	1241.184	2265.390	3578.355	4745.454
23.536135	5	695.296	1250.166	2281.740	3572.261	4692.167
23.541135	5	669.860	1263.926	2296.064	3343.027	4692.133
23.546135	5	611.916	1243.150	2302.299	3315.920	4770.988
23.551135	5	590.879	1218.880	2346.443	3427.377	4643.872
23.556135	5	600.383	1264.759	2444.273	3430.240	4524.228
23.561135	5	474.361	1479.018	2525.956	3420.339	4483.005
23.566135	4	497.288	1554.975	2585.913	3393.539	--undefined--
23.571135	4	517.042	1635.453	2674.931	3379.518	--undefined--
23.576135	5	490.016	1507.744	2625.145	3031.101	3914.614
23.581135	5	475.579	1396.899	2537.039	3017.108	4067.396
23.586135	5	471.864	1363.409	2546.533	3131.996	4365.224
23.591135	5	475.144	1356.909	2581.932	3201.409	4649.658
23.596135	5	470.455	1378.609	2578.789	3263.685	4466.664
23.601135	5	421.736	1331.594	2529.752	3310.219	4444.467
23.606135	5	401.475	1090.453	2450.936	3257.511	4349.144
23.611135	5	382.759	1029.409	2440.176	3257.034	4169.067
23.616135	5	371.513	997.643	2468.690	3273.693	4190.492
23.621135	5	329.767	994.951	2508.637	3273.169	4153.463
23.626135	5	334.881	1002.732	2508.775	3248.289	4164.280
23.631135	5	337.852	947.570	2522.419	3240.884	4239.881
23.636135	5	329.542	952.758	2539.869	3313.901	4234.691
23.641135	5	304.541	1030.398	2493.151	3415.425	4197.340
23.646135	5	309.652	1064.721	2496.633	3380.460	4242.293
23.651135	5	330.769	1093.443	2495.947	3155.891	4223.293
23.656135	5	314.628	1071.526	2477.838	3091.869	4180.034
23.661135	5	318.580	1192.332	2472.518	3038.829	4187.026
23.666135	5	335.416	1179.620	2516.929	3007.577	4194.393
23.671135	5	338.354	1094.440	2506.273	3494.798	4200.943
23.676135	4	306.726	1120.992	2498.735	3686.158	--undefined--
23.681135	5	305.288	1155.316	2509.525	3569.710	4159.967
23.686135	5	303.492	1132.553	2493.145	3437.055	4457.470
23.691135	5	299.212	1076.630	2461.397	3457.705	4519.077
23.696135	5	292.234	1086.043	2440.183	3562.165	4484.277
23.701135	5	293.541	1187.715	2464.855	3451.243	4320.609
23.706135	5	290.853	1222.897	2463.113	3361.712	4454.012
23.711135	4	293.594	1475.947	2483.884	3297.920	--undefined--
23.716135	5	290.997	1583.959	2489.223	3211.751	4752.245
23.721135	5	301.530	1583.770	2451.616	3195.320	4300.947
23.726135	5	299.925	1597.635	2408.601	3320.799	4443.522
23.731135	5	307.241	1774.272	2402.428	3466.813	4531.216
23.736135	5	310.897	1825.157	2404.834	3489.950	4681.734
23.741135	4	313.997	1899.162	2382.545	3433.352	--undefined--
23.746135	4	316.499	1926.739	2387.111	3421.708	--undefined--
23.751135	5	320.780	1953.472	2365.473	3358.844	4264.183
23.756135	5	319.351	1958.095	2360.197	3323.677	3997.898
23.761135	5	326.613	2000.187	2371.488	3301.777	3967.334
23.766135	5	315.165	2045.620	2414.591	3309.297	4001.846
23.771135	5	309.751	2096.238	2405.011	3304.481	3970.585
23.776135	5	288.395	2135.534	2373.552	3294.704	3965.986
23.781135	5	290.901	2128.335	2393.900	3304.059	3976.816
23.786135	5	307.532	2150.729	2412.599	3312.571	4034.742
23.791135	5	296.991	2165.215	2407.277	3309.802	4043.501
23.796135	5	281.525	2211.541	2340.969	3324.632	4079.876
23.801135	5	278.968	2248.265	2293.668	3329.785	4409.604
23.806135	5	289.722	2225.901	2318.884	3329.703	4744.037
23.811135	5	292.531	2191.626	2313.823	3355.490	4309.850
23.816135	5	285.326	2241.999	2269.815	3379.546	4309.786
23.821135	5	285.258	2246.308	2288.159	3373.420	4327.829
23.826135	4	276.889	2187.845	2337.316	3351.204	--undefined--
23.831135	4	277.601	2194.980	2420.933	3390.640	--undefined--
23.836135	4	281.168	2176.837	2482.978	3428.662	--undefined--
23.841135	4	282.849	2177.732	2526.933	3480.223	--undefined--
23.846135	4	283.141	2195.242	2573.163	3524.706	--undefined--
23.851135	4	290.142	2185.235	2596.327	3534.569	--undefined--
23.856135	4	293.519	2176.823	2583.539	3553.746	--undefined--
23.861135	4	298.801	2187.318	2647.563	3637.774	--undefined--
23.866135	4	298.988	2185.496	2723.047	3779.050	--undefined--
23.871135	5	285.140	2164.834	2748.462	4026.051	4068.100
23.876135	5	269.304	2160.484	2582.168	3430.922	4248.501
23.881135	5	271.654	2144.296	2566.604	3482.605	4275.288
23.886135	4	279.798	2129.190	2654.371	3651.147	--undefined--
23.891135	4	299.164	2113.123	2702.028	3658.380	--undefined--
23.896135	4	276.622	2102.060	2710.074	3619.914	--undefined--
23.901135	4	260.576	2014.799	2292.027	3442.120	--undefined--
23.906135	4	258.423	1700.358	2359.668	3459.145	--undefined--
23.911135	4	323.013	1418.036	2393.581	3517.762	--undefined--
23.916135	5	419.445	1421.569	2590.247	3596.838	4323.006
23.921135	5	325.784	1449.214	2621.833	3882.987	4695.293
23.926135	4	295.176	1446.609	2573.196	3501.562	--undefined--
23.931135	4	297.601	1543.700	2511.320	3325.349	--undefined--
23.936135	4	291.575	1510.814	2533.581	3319.226	--undefined--
23.941135	4	288.157	1499.910	2568.763	3346.489	--undefined--
