time(s)	nformants	F1(Hz)	F2(Hz)	F3(Hz)	F4(Hz)	F5(Hz)
42.106135	4	493.723	1387.252	2473.441	3390.441	--undefined--
42.111135	5	491.830	1444.157	2455.569	3391.587	4286.359
42.116135	5	485.605	1466.527	2479.412	3475.222	4694.742
42.121135	5	474.825	1483.540	2482.165	3474.100	4947.642
42.126135	5	472.560	1482.510	2507.795	3444.212	4255.044
42.131135	5	475.880	1551.316	2412.035	3510.476	4115.954
42.136135	5	474.761	1832.180	2142.184	3535.075	3989.951
42.141135	4	466.313	1959.478	2284.246	3561.278	--undefined--
42.146135	4	447.721	1957.447	2432.822	3524.255	--undefined--
42.151135	5	424.339	1911.898	2448.794	3602.136	4080.916
42.156135	5	404.115	1901.829	2394.953	3476.475	3968.032
42.161135	5	386.709	1959.717	2292.850	3399.040	3974.201
42.166135	5	362.280	2001.540	2274.771	3297.093	3925.254
42.171135	5	356.460	2029.701	2289.185	3294.368	3894.739
42.176135	5	344.481	2089.397	2326.487	3400.736	3780.143
42.181135	5	330.255	2141.290	2341.829	3452.765	4583.718
42.186135	4	309.770	2158.800	2323.072	3444.784	--undefined--
42.191135	4	324.190	2212.888	2271.290	3480.098	--undefined--
42.196135	4	341.173	1891.747	2252.206	3500.438	--undefined--
42.201135	5	356.168	1674.255	2172.548	3444.636	4303.147
42.206135	4	344.456	1569.533	2216.981	3476.372	--undefined--
42.211135	4	352.353	1696.128	2185.994	3508.517	--undefined--
42.216135	4	386.322	1875.870	2239.611	3504.969	--undefined--
42.221135	4	374.704	1477.527	2246.230	3466.870	--undefined--
42.226135	4	374.457	1397.943	2238.767	3488.490	--undefined--
42.231135	4	386.432	1679.747	2268.941	3576.721	--undefined--
42.236135	5	369.664	1841.084	2174.362	3443.422	4453.068
42.241135	5	368.305	1875.117	2337.651	3515.352	4375.376
42.246135	5	376.487	1865.883	2416.711	3642.148	4273.063
42.251135	5	398.312	1815.979	2415.713	3360.568	4002.644
42.256135	5	416.418	1816.221	2422.578	3377.553	3993.634
42.261135	5	417.797	1822.988	2458.689	3410.929	4057.210
42.266135	5	421.685	1823.260	2478.299	3437.542	4089.816
42.271135	5	409.632	1802.529	2506.512	3453.724	3949.540
42.276135	5	402.792	1785.899	2509.587	3466.826	3837.285
42.281135	5	377.179	1745.743	2495.304	3362.623	3849.760
42.286135	5	367.996	1738.245	2515.494	3498.434	3850.014
42.291135	4	353.754	1727.912	2526.640	3575.011	--undefined--
42.296135	4	318.362	1688.702	2298.522	3362.001	--undefined--
42.301135	4	281.442	1811.188	2439.486	3522.655	--undefined--
42.306135	4	285.964	1827.041	2540.140	3614.797	--undefined--
42.311135	4	292.238	1855.275	2548.040	3572.775	--undefined--
42.316135	4	308.975	1851.001	2547.261	3537.525	--undefined--
42.321135	4	318.283	1846.310	2574.007	3605.783	--undefined--
42.326135	4	303.210	1837.300	2603.436	3727.695	--undefined--
42.331135	4	285.931	1823.370	2542.235	3620.219	--undefined--
42.336135	4	289.080	1850.282	2548.797	3525.709	--undefined--
42.341135	4	328.803	1849.669	2588.231	3562.957	--undefined--
42.346135	4	330.540	1849.474	2575.564	3560.448	--undefined--
42.351135	4	322.366	1839.625	2549.709	3545.173	--undefined--
42.356135	4	322.864	1901.968	2571.343	3588.971	--undefined--
42.361135	4	325.564	1912.362	2580.467	3580.170	--undefined--
42.366135	4	312.773	1905.583	2562.706	3547.028	--undefined--
42.371135	4	301.599	1902.815	2542.954	3651.887	--undefined--
42.376135	4	290.421	1848.672	2542.229	3592.368	--undefined--
42.381135	4	290.862	1825.086	2558.722	3572.908	--undefined--
42.386135	4	302.138	1796.757	2565.779	3539.903	--undefined--
42.391135	4	291.776	1779.393	2571.322	3520.439	--undefined--
42.396135	4	294.097	1747.640	2591.815	3500.484	--undefined--
42.401135	4	273.517	1728.455	2600.736	3520.094	--undefined--
42.406135	4	268.917	1747.635	2579.285	3605.149	--undefined--
42.411135	4	270.226	1738.193	2580.680	3634.834	--undefined--
42.416135	4	280.191	1735.449	2591.551	3659.538	--undefined--
42.421135	4	303.380	1775.777	2611.396	3725.557	--undefined--
42.426135	4	309.636	1788.950	2650.659	3761.170	--undefined--
42.431135	4	314.264	1790.536	2641.358	3610.456	--undefined--
42.436135	4	306.927	1749.858	2607.741	3594.470	--undefined--
42.441135	4	300.865	1772.177	2586.081	3608.195	--undefined--
42.446135	4	286.377	1794.272	2587.756	3625.344	--undefined--
42.451135	4	280.820	1769.098	2592.704	3663.258	--undefined--
42.456135	4	273.979	1761.241	2596.965	3702.981	--undefined--
42.461135	4	286.416	1769.812	2605.978	3773.346	--undefined--
42.466135	4	287.327	1776.676	2609.895	3896.542	--undefined--
42.471135	4	303.803	1790.653	2591.074	3919.351	--undefined--
42.476135	4	296.591	1755.419	2576.782	3855.493	--undefined--
42.481135	4	301.857	1720.967	2572.720	3751.202	--undefined--
42.486135	4	291.210	1632.504	2578.236	3652.684	--undefined--
42.491135	4	292.101	1003.926	2579.431	3658.348	--undefined--
42.496135	3	289.577	2584.900	3765.022	--undefined--	--undefined--
42.501135	5	287.744	420.095	2587.647	3101.173	4556.537
42.506135	4	283.213	1742.444	2593.506	4116.839	--undefined--
42.511135	5	281.453	745.614	2598.011	3400.190	4364.724
42.516135	5	282.849	612.941	2607.490	3305.643	4339.682
42.521135	5	285.079	562.006	2613.189	3336.428	4318.981
42.526135	5	291.665	551.622	2640.662	3502.757	4588.141
42.531135	5	285.924	671.402	2651.362	3484.250	4892.988
42.536135	5	285.795	776.063	2617.154	3267.852	4700.576
42.541135	5	280.499	791.221	2602.259	3187.807	4448.605
42.546135	5	285.643	748.090	2607.843	3644.733	4437.270
42.551135	5	281.101	771.950	2602.936	3616.156	4535.243
42.556135	5	285.654	822.239	2608.378	3724.372	4470.406
42.561135	4	283.171	867.549	2610.622	3754.821	--undefined--
42.566135	4	282.166	927.748	2642.724	3682.002	--undefined--
42.571135	5	282.726	829.362	2637.321	3477.957	4558.451
42.576135	5	284.735	783.890	2624.918	3259.452	4341.053
42.581135	4	288.923	937.471	2619.005	4285.298	--undefined--
42.586135	5	287.602	818.812	2616.187	3386.108	4274.923
42.591135	5	296.868	523.485	2608.266	2933.562	4266.498
42.596135	5	238.740	294.336	2601.889	3190.264	4230.735
42.601135	5	301.835	426.261	2581.639	3501.951	4397.544
42.606135	5	237.828	297.248	2599.422	3464.578	4402.970
42.611135	4	313.324	2054.731	2670.502	4106.905	--undefined--
42.616135	4	286.239	1155.477	2657.102	3759.687	--undefined--
42.621135	4	303.477	1407.122	2661.926	3650.724	--undefined--
42.626135	4	320.983	1467.468	2665.575	3818.774	--undefined--
42.631135	4	286.804	1501.458	2651.040	3914.835	--undefined--
42.636135	4	271.476	2505.580	2850.517	3998.358	--undefined--
42.641135	4	278.961	2466.751	2946.308	3999.826	--undefined--
42.646135	4	291.306	2155.596	2482.595	3726.682	--undefined--
42.651135	4	291.755	2453.759	2895.344	3716.688	--undefined--
42.656135	4	291.960	2507.089	3577.960	4289.579	--undefined--
42.661135	5	289.918	1163.755	2462.020	3503.799	4350.564
42.666135	5	290.191	1941.112	2339.402	3452.293	4376.774
42.671135	5	289.241	2267.249	2284.609	3486.522	4365.646
42.676135	5	292.772	2246.182	2730.151	3670.358	4250.348
42.681135	5	293.376	2190.585	2519.653	3498.749	4218.837
42.686135	5	296.839	2127.065	2559.711	3470.604	4199.860
42.691135	5	298.731	2127.822	2593.846	3460.911	4151.512
42.696135	5	308.707	2106.250	2610.703	3439.818	4123.414
42.701135	5	314.509	2064.754	2571.670	3437.990	4144.486
42.706135	5	330.257	1986.690	2543.721	3414.950	4172.317
42.711135	5	340.938	1940.067	2537.793	3418.809	4163.785
42.716135	5	366.485	1885.431	2505.741	3394.728	4146.605
42.721135	5	398.217	1781.922	2447.883	3413.053	4175.260
42.726135	5	425.722	1587.066	2447.338	3436.158	4194.734
42.731135	5	443.920	1464.177	2458.294	3414.907	4078.661
42.736135	5	464.665	1424.752	2460.980	3363.756	4134.049
42.741135	5	494.615	1377.421	2477.635	3357.534	4495.062
42.746135	5	518.687	1337.171	2478.264	3346.443	4480.851
42.751135	5	533.823	1280.941	2470.923	3249.905	4121.605
42.756135	5	552.947	1269.282	2441.505	3204.423	3944.769
42.761135	5	573.562	1251.711	2420.997	3172.568	3937.791
42.766135	5	575.407	1220.212	2415.308	3177.810	3914.769
42.771135	5	560.586	1166.966	2421.018	3150.589	3831.648
42.776135	5	569.277	1136.607	2416.216	3113.567	3814.981
42.781135	5	572.662	1119.973	2428.589	3099.908	3804.263
42.786135	5	569.413	1102.315	2460.135	3111.653	3824.877
42.791135	5	570.421	1076.754	2526.265	3112.040	3834.082
42.796135	5	563.042	1050.248	2508.258	3135.675	3831.778
42.801135	5	564.570	1028.480	2505.081	3148.553	3816.056
42.806135	5	563.660	992.353	2526.474	3234.048	3812.574
42.811135	5	589.221	958.558	2610.187	3326.632	3868.337
42.816135	5	627.254	902.046	2681.814	3336.442	3902.766
42.821135	5	577.227	901.085	2719.627	3393.870	3978.740
42.826135	5	430.903	891.120	2613.477	3488.761	4098.720
42.831135	5	391.864	851.639	2550.481	3450.928	4269.567
42.836135	5	397.077	856.768	2542.424	3422.043	4338.916
42.841135	5	399.842	863.564	2546.085	3439.784	4263.547
42.846135	5	402.327	855.877	2554.778	3446.714	4180.336
42.851135	5	392.348	849.134	2543.132	3471.936	4194.681
42.856135	5	391.338	844.742	2550.669	3489.002	4229.899
42.861135	5	382.603	838.654	2552.023	3419.751	4204.942
42.866135	5	369.604	822.391	2553.181	3334.108	4172.303
42.871135	5	352.168	818.246	2549.747	3340.234	4203.511
42.876135	5	340.753	858.078	2569.576	3584.883	4094.193
42.881135	5	316.321	984.221	2579.960	3561.704	4068.268
42.886135	5	302.026	1185.626	2570.902	3483.868	4156.168
42.891135	5	292.279	1105.873	2568.717	3111.411	4480.558
42.896135	5	282.341	1058.743	2572.434	3061.970	4437.258
42.901135	5	281.297	1033.276	2571.585	3023.349	4385.682
42.906135	5	281.330	1039.299	2565.209	3115.466	4331.889
42.911135	5	281.255	1038.104	2554.242	3234.575	4365.659
42.916135	5	284.221	1051.878	2540.412	3288.772	4668.330
42.921135	5	283.773	993.917	2538.440	3283.894	4749.981
42.926135	5	281.755	940.270	2522.529	3171.351	4405.683
42.931135	5	274.136	967.165	2515.496	3047.379	4451.989
42.936135	5	267.817	954.802	2497.841	3017.971	4482.696
42.941135	5	257.493	945.263	2513.976	3254.394	4259.295
42.946135	5	260.181	983.988	2507.018	3404.286	4033.573
42.951135	5	268.315	1043.595	2458.599	3339.846	4231.689
42.956135	5	286.774	1090.541	2429.563	3327.179	4303.421
42.961135	5	320.311	1151.978	2376.778	3321.408	4244.897
42.966135	5	334.867	1165.564	2358.680	3319.987	4137.857
42.971135	5	328.653	1293.491	2375.614	3337.436	4103.042
42.976135	5	332.789	1450.206	2360.256	3512.286	4022.413
42.981135	5	329.451	1655.251	2320.926	3700.813	3912.370
42.986135	5	335.398	1589.832	2282.166	3433.235	4129.191
42.991135	5	341.399	1476.374	2218.000	3474.218	4155.460
42.996135	5	351.598	1392.028	2334.317	3500.770	4113.066
43.001135	5	367.812	1425.627	2376.492	3475.240	4111.427
43.006135	5	408.317	1364.742	2437.156	3451.024	4192.170
43.011135	5	425.276	1339.911	2469.570	3458.576	4252.320
43.016135	5	404.942	1293.316	2467.669	3504.696	4238.101
43.021135	5	392.178	1261.958	2452.782	3543.404	4148.967
43.026135	5	394.753	1223.044	2469.999	3522.868	4232.729
43.031135	5	376.619	1155.736	2479.094	3473.058	4332.843
43.036135	5	376.883	1108.207	2495.919	3475.830	4307.851
43.041135	5	351.547	992.961	2668.110	3481.197	4301.490
43.046135	5	358.411	1026.291	2769.936	3567.006	4231.071
43.051135	5	355.172	1061.313	2774.788	3769.936	3943.038
43.056135	5	365.598	1024.282	2603.635	3591.547	4178.264
43.061135	5	370.232	1009.368	2563.403	3565.183	4266.049
43.066135	5	371.295	976.340	2564.997	3584.104	4235.695
43.071135	5	361.702	946.063	2588.595	3518.397	4184.165
43.076135	5	358.598	934.746	2587.389	3368.077	4194.299
43.081135	5	347.345	905.958	2584.695	3410.325	4206.482
43.086135	5	329.801	871.437	2577.811	3627.406	3913.652
43.091135	5	316.956	843.876	2584.762	3464.241	3879.932
43.096135	5	315.354	723.785	2595.074	3094.240	4069.793
43.101135	5	274.929	945.102	2597.802	2869.039	4090.701
43.106135	5	274.365	1256.496	2596.936	2966.015	3937.202
43.111135	4	294.640	2443.385	2581.165	3417.768	--undefined--
43.116135	4	285.895	2335.394	2589.300	3295.308	--undefined--
43.121135	4	281.205	1342.921	2612.307	2974.882	--undefined--
43.126135	5	293.434	1317.440	2630.548	2976.268	4667.523
43.131135	5	293.366	1357.891	2635.166	3013.967	4578.982
43.136135	5	291.592	1399.925	2640.692	3063.697	4542.987
43.141135	5	298.035	1420.449	2648.217	3068.250	4552.460
43.146135	5	296.529	1462.600	2646.372	3016.060	4531.288
43.151135	5	296.009	1421.333	2633.869	2954.482	4553.517
43.156135	5	313.695	1223.115	2617.787	2925.451	4660.791
43.161135	5	301.773	912.280	2595.085	2929.938	4628.711
43.166135	5	251.155	913.710	2560.684	3033.540	4507.297
43.171135	5	297.334	979.054	2532.786	3279.452	4502.037
43.176135	5	331.241	1031.368	2507.076	3401.204	4540.627
43.181135	5	369.979	1063.221	2490.513	3412.327	4536.977
43.186135	4	425.024	1081.543	2491.421	3452.315	--undefined--
43.191135	4	524.584	1123.529	2477.145	3431.654	--undefined--
43.196135	4	581.773	1188.129	2410.330	3377.372	--undefined--
43.201135	4	561.910	1192.454	2376.275	3353.731	--undefined--
43.206135	4	502.178	1191.161	2365.726	3337.862	--undefined--
43.211135	4	438.596	1207.985	2366.934	3288.539	--undefined--
43.216135	4	424.105	1223.776	2371.472	3263.116	--undefined--
43.221135	4	498.085	1232.108	2351.884	3312.214	--undefined--
43.226135	4	527.895	1238.842	2356.388	3279.956	--undefined--
43.231135	4	557.693	1214.625	2399.991	3185.678	--undefined--
43.236135	4	584.074	1223.092	2408.351	3211.585	--undefined--
43.241135	4	603.651	1275.669	2376.737	3249.616	--undefined--
43.246135	5	602.692	1294.875	2381.082	3265.959	4600.627
43.251135	5	594.871	1304.339	2356.054	3168.819	3895.568
43.256135	5	603.804	1313.940	2373.052	3184.257	3928.069
43.261135	5	597.654	1302.717	2399.284	3157.885	4051.004
43.266135	5	603.558	1299.444	2416.463	3179.409	4041.231
43.271135	5	494.810	1278.147	2424.250	3324.254	4065.118
43.276135	4	323.523	1270.247	2442.513	3322.133	--undefined--
43.281135	5	287.168	1274.159	2477.435	3061.296	4414.471
43.286135	5	276.569	1303.900	2492.431	3014.655	4421.242
43.291135	5	285.708	1355.363	2448.318	2858.493	4450.398
43.296135	5	282.483	1328.315	2444.820	2840.824	4470.829
43.301135	5	283.158	1347.272	2472.691	3047.716	4658.851
43.306135	4	292.977	1413.020	2489.396	3243.476	--undefined--
43.311135	5	320.112	1401.073	2407.650	3327.602	4215.713
43.316135	5	383.273	1369.361	2410.112	3351.006	4241.173
43.321135	4	515.430	1351.602	2494.038	3370.344	--undefined--
43.326135	4	572.517	1363.409	2526.630	3374.625	--undefined--
43.331135	4	555.517	1358.900	2476.601	3418.444	--undefined--
43.336135	4	501.879	1329.601	2460.608	3459.007	--undefined--
43.341135	5	485.726	1299.752	2426.814	3496.545	3496.902
43.346135	5	491.014	1300.818	2469.553	3418.912	3925.004
43.351135	5	500.442	1277.516	2468.393	3387.779	3862.401
43.356135	4	488.855	1264.906	2506.948	3413.456	--undefined--
43.361135	4	490.805	1252.564	2527.795	3432.345	--undefined--
43.366135	4	452.803	1226.637	2500.650	3447.964	--undefined--
43.371135	4	552.020	1218.813	2460.891	3437.750	--undefined--
43.376135	4	616.772	1224.379	2496.576	3461.721	--undefined--
43.381135	4	591.619	1196.918	2505.573	3479.105	--undefined--
43.386135	4	521.410	1174.521	2514.359	3639.856	--undefined--
43.391135	5	465.173	1142.107	2471.787	3402.406	4251.134
43.396135	5	501.010	1125.871	2475.990	3405.891	4269.624
43.401135	5	511.341	1115.001	2543.790	3701.982	4695.403
43.406135	4	481.632	1117.963	2571.607	3788.855	--undefined--
43.411135	4	509.199	1123.073	2612.531	3829.915	--undefined--
43.416135	4	531.748	1107.328	2575.630	3855.787	--undefined--
43.421135	5	488.253	1014.548	2493.644	3170.516	4430.049
43.426135	5	473.278	969.537	2417.765	3053.726	4430.679
43.431135	5	290.847	966.039	2464.691	3299.283	4358.128
43.436135	5	504.934	1408.302	2462.534	3420.461	4308.901
43.441135	5	374.423	1791.143	2539.477	3379.289	4143.090
43.446135	5	370.184	1837.455	2564.942	3372.388	4028.100
43.451135	5	375.553	1847.776	2570.727	3357.875	3863.920
43.456135	5	384.966	1865.341	2585.342	3363.439	3866.909
43.461135	5	386.157	1889.575	2597.501	3359.272	3875.842
43.466135	5	389.561	1899.424	2589.890	3375.131	3896.110
43.471135	5	382.955	1922.794	2575.715	3380.191	3882.401
43.476135	5	390.311	1946.569	2589.115	3408.518	4030.288
43.481135	5	387.965	1951.314	2595.393	3404.715	4100.257
43.486135	5	391.296	1946.261	2580.294	3396.588	3948.407
43.491135	5	384.963	1943.194	2566.447	3378.575	3816.581
43.496135	5	387.733	1962.010	2575.967	3380.819	3946.848
43.501135	5	383.490	1978.611	2573.752	3377.634	3990.926
43.506135	5	385.109	1983.738	2584.276	3408.109	3979.998
43.511135	5	380.117	1996.676	2595.080	3419.622	3939.631
43.516135	5	377.886	1977.120	2531.806	3398.775	3981.258
43.521135	5	375.035	1965.823	2527.931	3407.370	3951.002
43.526135	5	373.307	1952.125	2521.120	3367.127	3954.058
43.531135	5	371.110	1945.381	2509.260	3342.583	3988.345
43.536135	5	367.871	1943.227	2496.266	3331.443	3909.889
43.541135	5	367.057	1954.002	2499.310	3346.551	3936.189
43.546135	5	364.880	1961.154	2485.785	3333.952	4075.490
43.551135	5	365.488	1959.391	2488.383	3342.892	4022.364
43.556135	5	365.126	1948.657	2453.870	3374.332	3869.769
43.561135	5	370.123	1928.725	2432.634	3342.613	3933.951
43.566135	5	373.187	1903.403	2427.691	3318.726	4011.993
43.571135	5	382.468	1877.479	2434.081	3330.765	3994.877
43.576135	5	384.896	1831.548	2440.890	3475.671	4247.097
43.581135	5	396.812	1819.111	2354.653	3433.184	3912.816
43.586135	5	394.538	1883.144	2175.299	3241.629	3891.679
43.591135	5	407.314	1782.571	2474.070	3223.772	3848.053
43.596135	5	404.131	1666.895	2497.509	3217.971	3872.639
43.601135	5	410.613	1599.541	2474.730	3273.317	4044.184
43.606135	5	420.925	1463.604	2499.444	3305.006	4336.228
43.611135	5	434.518	1422.943	2575.915	3300.589	4373.221
43.616135	5	441.825	1347.846	2664.537	3326.137	4157.682
43.621135	5	452.906	1325.638	2663.232	3390.368	4208.039
43.626135	5	455.876	1342.329	2630.264	3495.232	4298.728
43.631135	5	457.333	1348.725	2416.184	3346.154	4134.049
43.636135	5	456.470	1343.181	2433.122	3325.130	4106.847
43.641135	5	458.401	1310.365	2494.140	3315.935	4168.119
43.646135	5	462.817	1297.166	2499.318	3304.554	4141.477
43.651135	5	467.800	1258.699	2493.674	3286.891	4158.872
43.656135	5	471.697	1246.534	2492.381	3293.721	4184.841
43.661135	5	472.455	1244.930	2486.245	3284.798	4244.856
43.666135	5	471.368	1228.146	2489.975	3283.095	4228.750
43.671135	5	461.794	1198.486	2511.327	3270.433	4167.125
43.676135	5	455.625	1171.325	2506.444	3236.294	4143.862
43.681135	5	434.580	1149.082	2479.188	3183.153	3963.890
43.686135	5	425.703	1147.285	2480.871	3184.490	3934.659
43.691135	5	420.708	1133.360	2480.693	3195.304	3842.939
43.696135	5	413.220	1103.641	2446.807	3227.806	3837.142
43.701135	5	404.493	1074.449	2409.961	3231.600	3801.634
43.706135	5	396.127	1057.802	2448.047	3247.893	3886.919
43.711135	5	392.707	1050.584	2442.544	3248.346	4010.742
43.716135	5	385.836	1046.780	2469.291	3252.330	4036.361
43.721135	5	380.517	1038.650	2455.484	3255.981	3917.108
43.726135	5	373.156	1030.254	2375.155	3198.689	3942.665
43.731135	5	364.455	1011.529	2356.871	3191.318	4038.529
43.736135	5	356.608	979.464	2348.448	3229.579	4044.714
43.741135	5	347.554	968.615	2373.141	3269.887	4106.113
43.746135	5	342.040	961.268	2326.262	3270.552	4071.201
43.751135	5	332.184	956.478	2349.154	3296.652	4243.583
43.756135	5	325.883	944.851	2405.748	3336.306	4485.471
43.761135	5	321.070	940.701	2363.455	3151.783	4164.332
43.766135	5	319.888	938.195	2347.083	3209.017	4236.849
43.771135	5	315.478	979.253	2334.197	3281.868	4277.431
43.776135	5	314.399	983.894	2336.348	3297.245	4167.705
43.781135	4	316.143	994.962	2346.293	3393.647	--undefined--
43.786135	4	316.148	974.294	2397.596	3377.687	--undefined--
43.791135	4	320.083	957.192	2461.047	3434.395	--undefined--
43.796135	4	319.703	976.866	2401.104	3349.083	--undefined--
43.801135	4	322.277	991.684	2401.074	3286.088	--undefined--
43.806135	4	319.374	971.454	2381.708	3292.552	--undefined--
43.811135	5	320.313	939.261	2420.816	3349.805	4493.802
43.816135	5	321.729	981.325	2409.210	3337.864	4455.285
43.821135	5	326.245	1009.335	2362.963	3391.944	4808.988
43.826135	4	335.837	972.706	2361.478	3429.437	--undefined--
43.831135	4	341.478	942.009	2376.380	3592.915	--undefined--
43.836135	4	349.672	965.598	2474.657	3633.433	--undefined--
43.841135	4	344.808	953.627	2486.936	3537.031	--undefined--
43.846135	4	339.235	937.185	2423.540	3321.662	--undefined--
43.851135	4	334.618	934.419	2405.336	3253.480	--undefined--
43.856135	4	330.854	956.992	2393.119	3327.370	--undefined--
43.861135	4	326.383	945.922	2386.585	3351.779	--undefined--
43.866135	4	324.913	934.345	2419.128	3378.902	--undefined--
43.871135	5	324.173	920.443	2415.401	3369.106	4840.337
43.876135	4	325.502	898.228	2434.507	3297.843	--undefined--
43.881135	4	324.557	867.007	2435.186	3292.785	--undefined--
43.886135	4	328.471	898.397	2398.605	3354.416	--undefined--
43.891135	4	327.499	954.080	2401.078	3383.345	--undefined--
43.896135	4	334.563	983.712	2434.205	3382.246	--undefined--
43.901135	4	332.653	975.938	2446.350	3368.418	--undefined--
43.906135	4	356.151	1365.892	2343.740	3352.605	--undefined--
43.911135	5	657.863	1325.364	2259.978	3298.691	4554.208
43.916135	5	676.192	1333.614	2280.234	3285.366	4446.264
43.921135	5	656.424	1310.807	2278.481	3278.935	4460.370
43.926135	5	649.724	1256.278	2262.461	3288.175	4444.585
43.931135	4	656.594	1242.697	2303.746	3287.993	--undefined--
43.936135	4	656.365	1230.813	2320.188	3282.320	--undefined--
43.941135	4	630.105	1214.932	2334.214	3291.194	--undefined--
43.946135	4	603.354	1202.773	2358.321	3292.385	--undefined--
43.951135	4	558.320	1191.675	2389.897	3299.426	--undefined--
43.956135	4	455.561	1150.827	2394.639	3293.915	--undefined--
43.961135	4	313.590	1154.285	2438.786	3252.132	--undefined--
43.966135	4	278.784	1232.584	2502.681	3201.045	--undefined--
43.971135	4	275.681	1245.101	2525.430	3186.331	--undefined--
43.976135	4	281.795	1245.811	2527.303	3216.063	--undefined--
43.981135	4	286.295	1236.878	2552.369	3211.182	--undefined--
43.986135	4	290.080	1237.674	2598.445	3223.124	--undefined--
43.991135	4	289.341	1227.468	2622.095	3139.196	--undefined--
43.996135	4	289.547	1225.613	2604.640	3096.223	--undefined--
44.001135	4	283.947	1275.248	2601.501	3135.057	--undefined--
44.006135	4	279.554	1282.110	2607.854	3130.717	--undefined--
44.011135	4	283.480	1228.288	2613.755	2964.790	--undefined--
44.016135	4	302.577	1830.255	2621.316	3165.365	--undefined--
44.021135	4	298.924	1626.916	2614.581	3203.380	--undefined--
44.026135	4	294.267	1200.763	2589.459	3114.701	--undefined--
44.031135	4	296.657	1198.103	2573.467	3071.177	--undefined--
44.036135	4	308.386	1214.378	2582.705	3034.475	--undefined--
44.041135	4	325.934	1195.449	2586.958	3117.349	--undefined--
44.046135	4	339.240	1199.958	2606.551	3228.909	--undefined--
44.051135	4	337.490	1363.006	2623.320	3545.183	--undefined--
44.056135	4	437.613	1503.633	2655.485	3421.518	--undefined--
44.061135	4	536.808	1546.250	2638.864	3386.771	--undefined--
44.066135	4	564.028	1554.384	2639.614	3373.462	--undefined--
44.071135	4	575.122	1519.151	2628.017	3351.621	--undefined--
44.076135	4	591.049	1552.368	2630.041	3329.592	--undefined--
44.081135	4	606.502	1663.791	2642.536	3327.619	--undefined--
44.086135	4	596.467	1721.966	2653.104	3352.494	--undefined--
44.091135	4	581.863	1775.626	2674.119	3384.566	--undefined--
44.096135	4	556.066	1786.098	2671.321	3425.976	--undefined--
44.101135	4	524.770	1798.794	2667.879	3454.567	--undefined--
44.106135	4	507.638	1827.449	2655.333	3452.008	--undefined--
44.111135	4	480.028	1846.657	2641.668	3454.579	--undefined--
44.116135	5	463.303	1866.030	2636.583	3470.192	4533.977
44.121135	5	449.820	1892.344	2641.159	3483.600	4615.751
44.126135	4	405.918	1904.761	2652.132	3473.693	--undefined--
44.131135	4	377.647	1904.472	2647.077	3463.716	--undefined--
44.136135	4	356.197	1889.326	2618.747	3471.783	--undefined--
44.141135	4	343.183	1839.421	2570.117	3477.786	--undefined--
44.146135	5	364.203	1740.227	2520.907	3487.849	4682.706
44.151135	5	347.862	1546.239	2629.261	3549.685	4606.813
44.156135	5	340.000	1596.592	2562.305	3519.409	4739.353
44.161135	5	333.213	1647.432	2496.781	3375.882	4905.393
44.166135	4	319.482	1593.147	2420.939	3364.438	--undefined--
44.171135	5	315.913	1583.813	2429.875	3396.801	4454.312
44.176135	5	319.887	1571.488	2445.051	3393.125	4178.487
44.181135	5	320.953	1521.639	2433.563	3393.056	4123.636
44.186135	5	319.702	1479.130	2419.244	3390.562	4124.125
44.191135	5	321.782	1423.023	2408.801	3380.186	4100.019
44.196135	5	321.404	1313.104	2408.577	3373.880	4063.335
44.201135	5	313.009	1237.720	2411.624	3385.925	4042.103
44.206135	5	294.186	1241.616	2426.423	3417.417	3991.534
44.211135	5	286.320	1289.885	2511.338	3491.390	4350.067
44.216135	4	283.076	1436.104	2543.746	3485.261	--undefined--
44.221135	4	285.814	1636.357	2515.975	3495.211	--undefined--
44.226135	4	268.789	1741.113	2504.294	3544.101	--undefined--
44.231135	4	260.531	1792.442	2523.805	3592.494	--undefined--
44.236135	4	264.732	1694.118	2519.151	3585.468	--undefined--
44.241135	4	270.325	1441.375	2510.695	3617.871	--undefined--
44.246135	4	276.554	1893.504	2519.618	3796.564	--undefined--
44.251135	4	292.641	2014.253	2516.958	3795.390	--undefined--
44.256135	4	291.780	1612.444	2510.549	3737.736	--undefined--
44.261135	4	295.185	1440.977	2498.681	3737.053	--undefined--
44.266135	4	283.925	1407.759	2510.058	3681.528	--undefined--
44.271135	5	277.530	1342.130	2529.006	3549.707	4593.763
44.276135	5	285.792	1510.012	2493.698	3544.880	4505.187
44.281135	5	297.016	1618.126	2468.126	3529.219	4376.661
44.286135	5	300.350	1780.824	2480.755	3550.918	4117.102
44.291135	5	348.415	1805.356	2471.869	3506.784	3851.039
44.296135	5	377.567	1811.441	2470.040	3500.686	3856.297
44.301135	5	374.819	1947.495	2469.061	3481.621	3844.312
44.306135	5	375.437	2000.472	2475.328	3481.347	3865.801
44.311135	5	384.031	2087.279	2510.544	3566.333	4163.471
44.316135	5	376.449	2120.738	2525.267	3552.449	4338.522
44.321135	5	384.843	2122.306	2525.078	3542.295	4323.602
44.326135	5	390.482	2138.039	2535.762	3528.416	4288.142
44.331135	5	389.110	2136.987	2532.390	3538.654	4324.734
44.336135	5	385.176	2107.206	2493.633	3556.065	4524.287
