time(s)	nformants	F1(Hz)	F2(Hz)	F3(Hz)	F4(Hz)	F5(Hz)
32.930156	5	799.584	1459.579	2316.634	3568.239	4449.973
32.935156	5	785.878	1426.905	2289.877	3539.498	4549.339
32.940156	5	776.203	1417.667	2278.455	3559.528	4581.847
32.945156	5	755.509	1416.085	2271.701	3568.602	4794.816
32.950156	4	734.748	1411.219	2249.725	3547.154	--undefined--
32.955156	4	719.967	1408.132	2246.031	3558.261	--undefined--
32.960156	4	690.274	1401.306	2188.795	3576.065	--undefined--
32.965156	5	647.117	1397.058	2022.516	3577.262	4844.690
32.970156	5	587.215	1372.051	1903.527	3555.698	4654.568
32.975156	5	508.454	1336.553	1945.662	3622.836	4750.266
32.980156	4	426.383	1327.729	2026.636	3642.500	--undefined--
32.985156	5	406.034	1341.871	2037.146	3603.479	4757.042
32.990156	5	400.820	1343.580	2156.515	3732.632	4739.699
32.995156	4	402.478	1318.224	2371.053	3833.299	--undefined--
33.000156	4	408.678	1274.968	2418.280	3804.009	--undefined--
33.005156	4	407.352	1260.307	2381.856	3797.123	--undefined--
33.010156	4	391.272	1266.518	2280.411	3767.901	--undefined--
33.015156	5	383.506	1266.424	2280.735	3666.746	4810.475
33.020156	5	383.973	1285.302	2344.064	3911.223	4847.282
33.025156	5	381.786	1306.864	2306.602	3848.291	4598.585
33.030156	5	370.799	1314.819	2278.340	3876.748	4667.323
33.035156	5	370.057	1285.306	2322.214	4089.632	4667.551
33.040156	5	375.261	1269.840	2415.306	4065.752	4494.990
33.045156	5	377.170	1280.620	2475.123	4319.278	4495.499
33.050156	4	370.082	1303.809	2522.376	4290.493	--undefined--
33.055156	4	367.958	1287.982	2570.580	4350.305	--undefined--
33.060156	4	367.821	1260.654	2584.538	4370.166	--undefined--
33.065156	4	369.951	1263.276	2609.850	4440.850	--undefined--
33.070156	5	376.196	1270.308	2631.278	4352.575	4531.365
33.075156	4	374.132	1274.500	2650.124	4466.265	--undefined--
33.080156	4	346.211	1280.506	2748.942	4409.012	--undefined--
33.085156	4	383.181	1281.301	2794.031	4401.878	--undefined--
33.090156	4	429.385	1326.615	2813.578	4454.711	--undefined--
33.095156	4	406.664	1318.637	2797.568	4454.735	--undefined--
33.100156	5	374.877	1308.096	2795.980	4068.797	4554.300
33.105156	5	357.802	1245.979	2581.899	3551.819	4574.118
33.110156	5	344.006	1269.969	2492.767	3628.585	4625.016
33.115156	5	412.979	1550.686	2344.925	3597.356	4795.747
33.120156	5	461.184	1693.282	2371.110	3624.413	4690.901
33.125156	5	492.333	1688.969	2283.190	3637.343	4610.344
33.130156	5	556.777	1663.321	2240.403	3640.623	4615.398
33.135156	5	600.473	1622.491	2409.764	3673.265	4615.412
33.140156	5	622.137	1588.049	2389.864	3677.515	4499.683
33.145156	5	646.133	1554.610	2452.665	3697.913	4534.729
33.150156	5	693.502	1535.934	2456.878	3721.113	4657.032
33.155156	5	744.292	1522.350	2371.353	3704.558	4727.879
33.160156	5	783.182	1500.860	2311.929	3706.690	4560.509
33.165156	5	827.698	1508.852	2259.804	3711.105	4388.422
33.170156	5	851.362	1521.613	2207.633	3557.027	4375.814
33.175156	5	841.538	1475.561	2129.689	3488.827	4394.254
33.180156	5	834.130	1458.231	1979.577	3494.600	4429.515
33.185156	5	832.741	1454.211	1840.172	3574.923	4397.830
33.190156	5	847.138	1542.029	1553.267	3613.248	4375.079
33.195156	5	869.930	1132.501	1711.320	3576.343	4371.470
33.200156	5	806.851	1092.126	1860.957	3569.795	4426.165
33.205156	5	692.507	1164.586	1922.036	3590.427	4447.762
33.210156	5	632.605	1179.040	1879.826	3626.029	4459.122
33.215156	5	578.798	1180.639	1818.581	3630.315	4501.446
33.220156	5	523.661	1182.903	1807.134	3636.691	4528.740
33.225156	5	477.278	1189.686	1808.007	3691.698	4565.319
33.230156	5	447.020	1212.540	1844.699	3676.442	4608.803
33.235156	5	427.198	1228.095	1927.691	3707.677	4656.232
33.240156	5	411.352	1274.015	2136.871	3719.081	4699.450
33.245156	5	381.673	1263.574	2185.351	3761.008	4686.475
33.250156	5	357.257	1208.557	2076.213	3617.158	4677.173
33.255156	5	354.000	1163.935	2038.527	3590.999	4673.118
33.260156	5	361.580	1124.872	2000.357	3580.159	4705.013
33.265156	5	374.922	1104.722	1984.441	3547.812	4684.067
33.270156	5	385.839	1095.611	2064.885	3532.846	4657.356
33.275156	5	391.400	1116.852	2411.440	3692.415	4669.607
33.280156	5	366.149	1095.437	2560.054	3107.878	4685.861
33.285156	5	343.240	1036.288	2462.112	3275.692	4702.332
33.290156	5	334.864	1069.803	2519.235	3181.902	4710.242
33.295156	5	336.465	1206.693	2686.493	3743.374	4737.570
33.300156	4	347.399	1226.677	2319.980	4247.931	--undefined--
33.305156	5	387.061	1135.060	2108.053	3562.352	4680.934
33.310156	5	445.582	1071.043	2030.702	3153.018	4650.369
33.315156	5	436.454	929.732	1984.944	3161.665	4648.517
33.320156	5	512.579	579.119	2364.682	3012.341	4658.867
33.325156	4	609.362	723.449	2595.680	4612.327	--undefined--
33.330156	4	545.386	1303.439	2769.209	4592.062	--undefined--
33.335156	4	527.813	1420.142	2827.821	4602.375	--undefined--
33.340156	4	519.469	1451.224	2871.958	4623.151	--undefined--
33.345156	4	384.263	1374.533	2908.036	4645.553	--undefined--
33.350156	4	339.892	1337.073	2906.759	4643.838	--undefined--
33.355156	4	365.725	1389.093	2860.613	4640.581	--undefined--
33.360156	4	467.254	1462.728	2852.167	4618.823	--undefined--
33.365156	4	499.817	1474.298	2911.952	4537.033	--undefined--
33.370156	4	552.782	1469.434	2976.878	4535.510	--undefined--
33.375156	4	583.352	1390.387	2997.251	4557.461	--undefined--
33.380156	4	580.662	1632.496	3023.092	4592.449	--undefined--
33.385156	4	581.953	1683.283	2931.476	4489.621	--undefined--
33.390156	5	567.799	1027.483	2844.476	3279.995	4272.940
33.395156	5	569.835	1001.645	2338.416	3359.307	4342.768
33.400156	5	545.663	972.096	2049.486	3469.823	4346.697
33.405156	5	583.203	1038.514	2082.503	3464.249	4387.757
33.410156	5	662.900	1185.366	2212.524	3420.949	4385.969
33.415156	5	739.194	1322.478	2251.306	3471.487	4344.271
33.420156	5	749.667	1362.042	1979.628	3611.217	4345.499
33.425156	5	702.260	1320.969	1800.222	3620.774	4449.969
33.430156	5	649.834	1276.179	1862.086	3654.951	4744.504
33.435156	5	638.879	1190.994	1870.379	3646.809	4693.410
33.440156	5	617.229	1062.170	2012.434	3679.236	4666.087
33.445156	4	595.837	1129.846	2091.851	3782.205	--undefined--
33.450156	4	585.763	1233.165	2148.026	3854.462	--undefined--
33.455156	4	556.659	1229.579	1887.455	3780.946	--undefined--
33.460156	4	481.633	1219.505	2139.380	3767.391	--undefined--
33.465156	4	465.635	1338.305	2743.827	3877.421	--undefined--
33.470156	4	516.552	1394.788	2638.935	3858.985	--undefined--
33.475156	4	496.021	1318.994	2558.925	3930.443	--undefined--
33.480156	4	435.878	1216.871	2419.261	3924.086	--undefined--
33.485156	4	484.858	1249.723	2640.901	3976.468	--undefined--
33.490156	4	556.135	1483.512	2787.525	4219.425	--undefined--
33.495156	5	414.690	1107.834	2044.473	3429.356	4503.681
33.500156	5	363.508	1150.041	2061.466	3587.631	4530.344
33.505156	5	371.838	1132.926	2084.311	3457.331	4555.491
33.510156	4	557.383	1719.092	2643.986	4502.077	--undefined--
33.515156	4	642.055	1540.434	2708.426	4471.100	--undefined--
33.520156	4	578.454	1530.575	2752.132	4486.776	--undefined--
33.525156	5	498.795	517.698	1729.394	2794.220	4579.114
33.530156	5	403.373	1159.820	1953.769	2817.158	4627.322
33.535156	5	357.170	1251.424	2080.194	2816.565	4640.508
33.540156	5	334.420	1266.485	2171.778	2805.052	4590.007
33.545156	5	338.776	1346.810	1886.544	2796.058	4573.873
33.550156	5	318.824	1236.923	2168.574	2813.085	4592.891
33.555156	5	302.787	1184.731	2470.615	2803.448	4591.201
33.560156	5	298.293	1235.089	2748.947	2755.474	4549.652
33.565156	5	300.080	1224.173	2752.307	3060.118	4606.600
33.570156	4	308.031	1207.616	2752.831	4627.583	--undefined--
33.575156	4	579.907	1146.957	2679.390	4513.813	--undefined--
33.580156	5	651.353	1132.940	2538.444	3553.883	4330.707
33.585156	5	650.975	1238.178	2270.760	3298.041	4178.736
33.590156	5	647.684	1286.665	2263.479	3365.493	4238.479
33.595156	4	672.583	1369.202	2491.813	4266.985	--undefined--
33.600156	4	697.438	1425.017	2484.391	4279.788	--undefined--
33.605156	5	706.946	1454.771	2384.869	4356.982	4612.121
33.610156	5	672.092	1492.788	2103.279	3498.651	4511.697
33.615156	5	646.103	1537.689	2050.469	3457.921	4534.865
33.620156	4	651.520	1552.694	2700.659	4160.987	--undefined--
33.625156	4	650.717	1590.485	2607.622	4179.663	--undefined--
33.630156	4	648.239	1654.353	2491.621	4203.278	--undefined--
33.635156	4	641.265	1658.825	2352.657	4333.254	--undefined--
33.640156	4	630.146	1664.432	2515.430	4447.584	--undefined--
33.645156	4	593.637	1656.869	2758.088	4416.342	--undefined--
33.650156	4	562.056	1674.762	2669.401	4534.635	--undefined--
33.655156	5	542.458	1737.754	2271.619	3556.610	4636.854
33.660156	4	549.262	1807.022	2789.529	4571.262	--undefined--
33.665156	4	551.467	1797.806	2858.541	4589.742	--undefined--
33.670156	4	547.341	1795.803	2910.349	4587.119	--undefined--
33.675156	4	534.010	1802.453	2944.147	4541.172	--undefined--
33.680156	4	509.357	1812.099	3011.532	4512.057	--undefined--
33.685156	4	490.139	1833.792	3035.301	4510.331	--undefined--
33.690156	4	465.494	1828.288	3034.581	4479.285	--undefined--
33.695156	4	440.817	1833.121	3064.077	4602.451	--undefined--
33.700156	4	431.278	1830.547	3047.204	4644.822	--undefined--
33.705156	4	433.759	1830.877	3015.177	4642.614	--undefined--
33.710156	4	425.714	1822.373	2989.439	4625.207	--undefined--
33.715156	4	410.595	1813.424	3001.297	4613.780	--undefined--
33.720156	4	399.410	1806.335	2987.612	4578.643	--undefined--
33.725156	4	385.373	1795.977	2985.906	4609.078	--undefined--
33.730156	4	372.836	1814.876	2996.649	4649.390	--undefined--
33.735156	4	435.642	1774.157	3002.869	4170.179	--undefined--
33.740156	4	517.174	1724.129	3227.630	4128.407	--undefined--
33.745156	5	594.595	784.206	1685.146	3688.366	4599.731
33.750156	5	575.295	1238.763	1601.053	3778.973	4584.303
33.755156	5	533.453	1385.983	1583.071	3802.087	4538.809
33.760156	5	525.000	1411.193	1728.802	3801.204	4470.951
33.765156	5	547.340	1366.802	1984.699	3843.500	4391.514
33.770156	4	712.757	1556.992	2532.693	4026.837	--undefined--
33.775156	4	739.095	1665.516	2705.821	4044.174	--undefined--
33.780156	4	710.894	1641.682	2765.639	4014.542	--undefined--
33.785156	4	678.679	1525.743	2779.415	3971.442	--undefined--
33.790156	4	644.635	1522.529	2784.888	4250.514	--undefined--
33.795156	4	628.453	1547.630	2791.473	4660.322	--undefined--
33.800156	4	615.970	1675.604	2820.802	4713.586	--undefined--
33.805156	5	511.742	663.976	1914.119	2851.501	4647.373
33.810156	4	560.089	1827.050	2856.409	4660.302	--undefined--
33.815156	4	553.514	1812.198	2855.996	4683.144	--undefined--
33.820156	4	510.131	1783.871	2865.089	4652.172	--undefined--
33.825156	4	411.796	1598.875	2865.252	4585.405	--undefined--
33.830156	4	414.228	1562.538	2858.698	4590.207	--undefined--
33.835156	4	484.425	1590.680	2854.414	4580.836	--undefined--
33.840156	4	548.452	1631.542	2870.306	4561.347	--undefined--
33.845156	4	526.944	1731.673	2856.314	4475.344	--undefined--
33.850156	4	508.344	1813.792	2842.941	4508.204	--undefined--
33.855156	4	547.838	1827.875	2840.406	4535.145	--undefined--
33.860156	4	579.478	1697.581	2822.411	4503.401	--undefined--
33.865156	4	625.785	1546.726	2812.469	4476.493	--undefined--
33.870156	4	714.558	1635.470	2829.691	4476.988	--undefined--
33.875156	5	529.109	854.406	1861.306	2927.880	4434.144
33.880156	5	568.020	931.243	2000.229	3309.135	4401.986
33.885156	5	760.719	842.529	2071.075	3330.015	4398.472
33.890156	5	688.932	1042.111	2107.596	3418.416	4324.937
33.895156	5	656.056	1113.446	2105.571	3508.266	4322.236
33.900156	5	652.535	1165.775	2110.184	3553.832	4312.087
33.905156	5	683.381	1195.028	2156.568	3606.811	4282.042
33.910156	5	696.950	1219.827	2185.046	3614.624	4254.515
33.915156	5	666.782	1218.284	2098.842	3555.021	4277.366
33.920156	5	654.938	1235.736	2120.535	3569.894	4275.439
33.925156	5	613.844	1235.821	2183.438	3540.016	4282.539
33.930156	5	616.310	1240.131	2613.813	3260.912	4393.631
33.935156	4	584.494	1270.455	2761.838	4483.802	--undefined--
33.940156	4	486.969	1323.991	2789.575	4506.254	--undefined--
33.945156	4	409.461	1280.862	2818.889	4533.768	--undefined--
33.950156	4	402.348	1336.174	2857.873	4566.025	--undefined--
33.955156	5	390.584	1254.259	2133.940	2898.984	4640.070
33.960156	5	381.790	1249.548	2322.718	2882.852	4637.296
33.965156	5	367.880	1216.340	2563.013	2890.827	4653.145
33.970156	5	375.368	1239.591	2682.553	2901.853	4692.452
33.975156	5	377.101	1328.412	2341.762	2963.532	4693.509
33.980156	5	396.672	1335.171	2189.247	2991.059	4675.695
33.985156	5	403.309	1303.538	2308.347	3004.894	4634.602
33.990156	5	401.600	1364.198	2918.892	3307.645	4671.861
33.995156	4	391.581	1421.039	2958.685	4676.591	--undefined--
34.000156	5	356.877	1422.764	2296.570	2988.856	4688.081
34.005156	5	331.094	1292.915	2261.908	3100.788	4695.022
34.010156	5	336.364	1270.967	2324.195	3095.536	4637.529
34.015156	5	337.481	1228.593	2254.439	3096.169	4611.595
34.020156	5	348.451	1209.923	2147.168	3117.443	4625.401
34.025156	5	373.806	1237.932	2167.401	3133.011	4680.186
34.030156	5	397.782	1208.475	2177.255	3117.682	4675.152
34.035156	5	344.361	1196.945	2209.179	3064.725	4675.484
34.040156	5	294.889	1291.123	2279.546	2963.670	4648.517
34.045156	5	273.555	1279.317	2413.034	2958.969	4602.338
34.050156	5	243.948	1209.022	2318.693	2968.158	4595.541
34.055156	5	206.347	1170.196	2245.179	2962.280	4596.501
34.060156	5	220.805	1145.453	2330.515	2877.405	4619.692
34.065156	5	360.176	1063.986	2105.728	2902.805	4623.798
34.070156	5	483.658	1035.220	1993.395	3020.926	4587.003
34.075156	5	546.233	1155.315	1943.917	3158.884	4539.390
34.080156	5	583.133	1240.932	1957.492	3308.052	4576.250
34.085156	5	644.842	1354.197	1981.624	3637.316	4558.212
34.090156	5	684.576	1428.848	1974.440	3693.628	4578.534
34.095156	5	688.219	1471.023	1959.794	3929.313	4601.248
34.100156	5	679.711	1493.492	1988.129	4052.273	4594.866
34.105156	5	663.596	1531.882	2000.192	3871.842	4621.669
34.110156	4	673.799	1568.752	2007.457	4607.178	--undefined--
34.115156	4	674.563	1583.414	2006.007	4611.246	--undefined--
34.120156	5	651.896	1695.826	1818.934	3649.892	4626.851
34.125156	5	626.624	1759.012	1768.531	3478.009	4658.022
34.130156	5	633.072	1733.327	2165.482	3049.333	4747.963
34.135156	5	607.263	1744.904	2236.859	3570.059	4710.719
34.140156	4	543.116	1797.368	2197.733	4668.745	--undefined--
34.145156	4	531.081	1815.010	2390.778	4626.414	--undefined--
34.150156	5	527.868	1834.386	1852.571	3636.825	4614.205
34.155156	5	532.807	1862.075	1911.423	3501.071	4715.720
34.160156	5	517.021	1889.388	1930.008	3372.062	4727.156
34.165156	5	488.305	1838.408	1899.162	3404.680	4710.671
34.170156	5	478.995	1847.969	1904.988	3577.277	4730.780
34.175156	5	463.075	1875.578	2140.490	3158.385	4794.737
34.180156	5	451.466	1905.796	2165.381	3722.952	4865.366
34.185156	5	420.912	1914.698	1919.534	3939.506	4822.802
34.190156	5	423.302	1907.196	2010.025	3773.888	4779.247
34.195156	5	426.320	1150.307	1903.247	3172.618	4766.939
34.200156	5	427.671	1855.613	2204.562	3372.566	4828.410
34.205156	4	424.980	1824.597	3171.746	4879.220	--undefined--
34.210156	4	424.073	1792.593	2713.379	4422.855	--undefined--
34.215156	5	423.637	1796.451	2481.007	3499.343	4734.601
34.220156	4	433.865	1824.765	3029.896	4753.030	--undefined--
34.225156	4	434.463	1857.728	2380.898	4716.376	--undefined--
34.230156	4	432.936	1825.008	2296.012	4592.656	--undefined--
34.235156	4	433.268	1744.639	2404.501	4669.233	--undefined--
34.240156	5	436.584	1731.268	2448.983	3534.905	4878.250
34.245156	4	438.828	1710.043	2354.935	3600.643	--undefined--
34.250156	5	441.226	1707.922	2200.466	4030.228	4801.061
34.255156	5	448.383	1678.457	2224.841	3931.758	4809.645
34.260156	5	460.458	1712.441	2109.862	3896.739	4794.803
34.265156	5	471.472	1738.042	1862.427	3937.158	4760.891
34.270156	5	489.480	1710.723	1718.692	3918.847	4732.265
34.275156	5	496.610	1530.425	1690.462	3923.873	4722.806
34.280156	5	498.771	1662.695	1901.561	4373.616	4710.821
34.285156	4	489.935	1640.908	2604.964	4682.011	--undefined--
34.290156	4	462.692	1610.093	2832.721	4550.698	--undefined--
34.295156	4	411.502	1644.363	2494.501	4533.135	--undefined--
34.300156	4	355.196	1664.348	2657.793	4121.678	--undefined--
34.305156	4	350.085	1575.640	2857.711	4327.988	--undefined--
34.310156	4	355.101	1662.792	2873.269	4852.355	--undefined--
34.315156	4	370.715	1786.376	2828.549	4841.228	--undefined--
34.320156	4	385.484	1720.626	2838.044	4837.307	--undefined--
34.325156	4	391.937	1666.689	2919.601	4813.002	--undefined--
34.330156	4	382.128	1713.947	2913.037	4813.785	--undefined--
34.335156	4	377.180	1702.764	2834.906	4805.857	--undefined--
34.340156	4	362.236	1677.525	2793.566	4783.529	--undefined--
34.345156	4	359.769	1629.762	2797.405	4796.549	--undefined--
34.350156	4	362.148	1654.551	2823.797	4808.456	--undefined--
34.355156	4	371.074	1673.352	2830.538	4802.074	--undefined--
34.360156	4	381.701	1703.746	2822.299	4792.968	--undefined--
34.365156	4	371.932	1784.121	2818.640	4789.046	--undefined--
34.370156	4	333.934	1703.071	2228.996	3624.747	--undefined--
34.375156	4	316.137	1700.960	2389.960	3776.016	--undefined--
34.380156	5	366.836	1743.297	2364.268	3836.913	4661.308
34.385156	4	421.976	1772.413	2995.690	4186.464	--undefined--
34.390156	4	436.516	1795.637	2969.347	4199.229	--undefined--
34.395156	5	405.863	1803.412	2600.567	3730.080	4744.577
34.400156	5	393.252	1808.730	2308.888	3694.053	4733.455
34.405156	4	393.867	1798.978	2611.646	3659.385	--undefined--
34.410156	5	382.886	1793.967	2534.207	3668.682	4738.959
34.415156	4	377.002	1817.866	2908.067	3734.599	--undefined--
34.420156	4	362.863	1831.072	2972.172	3803.640	--undefined--
34.425156	4	345.736	1824.908	3018.316	3986.477	--undefined--
34.430156	4	341.433	1813.544	2948.685	4371.543	--undefined--
34.435156	4	351.002	1812.339	3050.812	4429.251	--undefined--
34.440156	4	346.165	1785.505	3113.725	4150.297	--undefined--
34.445156	4	337.173	1728.277	2958.429	3976.241	--undefined--
34.450156	4	342.389	1702.973	2907.981	4016.417	--undefined--
34.455156	4	348.868	1666.588	2923.958	4078.377	--undefined--
34.460156	4	355.365	1609.343	2925.878	4042.681	--undefined--
34.465156	5	340.708	1514.472	2063.261	3721.080	4375.679
34.470156	5	325.348	1431.786	2265.340	3379.072	4465.618
34.475156	5	318.439	1411.156	2067.603	3362.284	4483.310
34.480156	4	318.883	1501.389	2814.655	3908.938	--undefined--
34.485156	4	321.302	1592.284	2881.842	3942.305	--undefined--
34.490156	4	313.850	1682.725	2676.090	3914.756	--undefined--
34.495156	4	303.796	1302.168	1961.632	3775.982	--undefined--
34.500156	5	308.022	1124.344	1934.603	3718.656	4607.311
34.505156	4	309.779	1085.579	1935.096	3758.021	--undefined--
34.510156	5	309.892	1119.919	1971.230	3658.383	4801.031
34.515156	5	308.769	1335.878	2164.532	3339.142	4408.240
34.520156	4	313.480	1455.004	2814.501	4316.101	--undefined--
34.525156	5	328.988	1149.013	1563.210	2812.213	4365.785
34.530156	5	353.389	1230.311	1980.877	3098.103	4431.467
34.535156	5	385.437	1185.977	2033.969	3406.611	4459.674
34.540156	5	430.870	1140.079	2007.540	3544.310	4554.430
34.545156	5	494.531	1117.895	1988.488	3509.473	4597.453
34.550156	5	555.584	1120.312	1979.783	3504.302	4544.318
34.555156	5	587.226	1099.908	1946.530	3501.584	4477.561
34.560156	5	606.026	1073.990	1939.286	3521.015	4457.342
34.565156	5	615.225	1067.610	1958.384	3555.889	4425.768
34.570156	5	598.709	1083.034	1982.889	3572.957	4367.942
34.575156	5	580.100	1109.701	1975.791	3582.696	4300.189
34.580156	5	557.006	1147.260	1960.516	3595.788	4273.883
34.585156	5	540.106	1198.137	1968.651	3609.757	4350.950
34.590156	5	543.986	1222.093	1997.773	3606.967	4468.008
34.595156	5	521.729	1211.028	1973.832	3559.401	4495.248
34.600156	5	487.648	1232.627	2001.897	3480.279	4504.549
34.605156	5	421.727	1246.707	2033.543	3275.279	4541.082
34.610156	4	1182.381	1852.255	2898.259	4594.097	--undefined--
34.615156	4	1292.267	1714.712	2794.781	4612.305	--undefined--
34.620156	5	145.982	1296.394	2283.802	2714.331	4626.234
34.625156	5	308.954	1312.639	2612.347	2699.102	4595.333
34.630156	5	319.672	1315.233	2511.646	2736.783	4580.516
34.635156	5	327.380	1323.954	2412.282	2811.479	4577.904
34.640156	5	323.246	1327.553	2335.637	2851.187	4569.382
34.645156	5	331.290	1316.069	2282.432	3019.761	4551.362
34.650156	5	334.714	1305.130	2271.241	3241.083	4604.120
34.655156	5	329.169	1306.026	2249.749	3509.194	4787.725
34.660156	5	347.092	1306.010	2466.216	2845.368	4807.448
34.665156	5	349.355	1243.317	2407.031	2919.913	4806.657
34.670156	5	346.281	1224.721	2595.288	2962.217	4787.368
34.675156	5	343.912	1228.744	2448.217	2952.321	4781.276
34.680156	5	349.961	1287.422	2330.129	2921.248	4783.135
34.685156	5	356.675	1328.950	2268.967	2911.284	4770.128
34.690156	5	349.075	1301.673	2359.455	2995.774	4728.856
34.695156	5	343.196	1270.755	2192.387	3329.294	4689.723
34.700156	5	351.262	1258.899	2149.758	3457.906	4701.028
34.705156	5	374.767	1357.287	2186.008	3712.354	4707.357
34.710156	5	443.455	1482.011	2289.921	3762.535	4616.190
34.715156	5	533.351	1484.781	2344.738	3648.313	4604.331
34.720156	5	617.846	1454.040	2279.027	3629.062	4633.149
34.725156	5	649.392	1410.176	2135.166	3865.269	4670.603
34.730156	5	666.814	1343.632	2015.625	4064.343	4648.273
34.735156	5	696.130	1341.602	1931.871	4007.058	4587.773
34.740156	5	744.557	1355.988	1785.374	3922.911	4481.344
34.745156	5	751.499	1286.756	1921.887	4325.179	4391.596
34.750156	4	746.104	1258.985	1979.820	4258.691	--undefined--
34.755156	4	740.073	1255.035	2364.624	4259.401	--undefined--
34.760156	4	724.156	1248.713	2521.243	4317.721	--undefined--
34.765156	5	676.957	1210.078	2593.284	2844.447	4379.194
34.770156	5	659.107	1161.649	2624.577	2854.704	4436.582
34.775156	4	545.987	1106.175	2305.811	4350.704	--undefined--
34.780156	4	395.381	1153.048	2258.712	4253.812	--undefined--
34.785156	4	335.259	1230.071	2437.896	4205.282	--undefined--
34.790156	4	349.283	1279.480	2529.214	4305.305	--undefined--
34.795156	4	372.045	1301.095	2627.848	4454.241	--undefined--
34.800156	4	357.333	1282.440	2518.535	4551.553	--undefined--
34.805156	4	354.121	1227.207	2403.861	4521.571	--undefined--
34.810156	4	346.479	1273.175	2628.020	4467.454	--undefined--
34.815156	4	344.111	1287.015	2723.895	4491.510	--undefined--
34.820156	4	328.210	1287.334	2753.664	4465.505	--undefined--
34.825156	4	317.630	1297.341	2757.782	4536.603	--undefined--
34.830156	4	313.117	1287.575	2751.621	4650.880	--undefined--
34.835156	4	316.036	1266.668	2721.409	4733.382	--undefined--
34.840156	4	332.299	1281.408	2794.600	4720.533	--undefined--
34.845156	4	340.894	1326.591	2820.980	4721.414	--undefined--
34.850156	4	334.610	1240.237	2841.561	4772.543	--undefined--
34.855156	4	327.758	1225.628	2765.681	4808.746	--undefined--
34.860156	4	328.709	1248.875	2764.832	4793.086	--undefined--
34.865156	4	335.744	1253.836	2809.030	4902.801	--undefined--
34.870156	3	326.536	1127.467	2715.851	--undefined--	--undefined--
34.875156	4	327.922	1169.628	2637.105	3877.236	--undefined--
34.880156	5	327.693	1310.997	2374.418	3320.176	4838.952
34.885156	5	327.421	1398.711	2197.342	3286.187	4794.498
34.890156	5	329.598	1445.763	1960.792	3170.049	4739.878
34.895156	5	334.553	1455.787	2092.785	3096.764	4700.384
34.900156	5	368.470	1472.584	2088.633	3116.188	4695.850
34.905156	5	405.654	1506.959	1903.943	3169.592	4739.673
34.910156	5	436.786	1576.034	1775.851	3355.606	4764.120
34.915156	5	462.689	1603.368	2083.173	3667.648	4614.868
34.920156	4	497.229	1642.473	2184.971	4469.653	--undefined--
34.925156	4	499.325	1660.746	2153.044	4470.808	--undefined--
34.930156	4	508.804	1663.535	2209.414	4480.073	--undefined--
34.935156	5	486.837	1676.861	2513.878	3960.839	4534.080
34.940156	5	460.984	1680.473	2377.931	4374.872	4387.720
34.945156	4	445.743	1667.870	2484.190	4058.821	--undefined--
34.950156	4	435.417	1649.863	2658.901	4128.168	--undefined--
34.955156	4	366.950	1624.704	2835.960	4777.847	--undefined--
34.960156	4	336.381	1615.417	2890.088	4759.747	--undefined--
34.965156	5	340.812	1675.455	2266.383	3125.310	4773.346
34.970156	5	334.934	1736.173	2315.624	3139.800	4775.423
34.975156	5	335.893	1648.358	2419.631	3044.878	4775.299
34.980156	4	343.444	1487.774	2908.160	4768.098	--undefined--
34.985156	4	348.265	1512.487	2893.719	4781.626	--undefined--
34.990156	4	354.131	1599.217	2883.511	4786.474	--undefined--
34.995156	4	356.653	1714.726	2869.833	4730.855	--undefined--
35.000156	4	352.774	1853.984	2924.201	4725.104	--undefined--
35.005156	5	323.068	1791.758	2341.713	3627.051	4897.955
35.010156	4	335.059	1771.097	2533.438	3851.367	--undefined--
35.015156	4	355.033	1789.005	2596.687	3890.490	--undefined--
35.020156	4	389.511	1803.704	3030.482	4449.563	--undefined--
35.025156	4	381.486	1787.815	3149.812	4684.963	--undefined--
35.030156	4	374.276	1779.013	3102.628	4550.769	--undefined--
35.035156	4	380.993	1776.650	2992.870	4509.900	--undefined--
35.040156	4	372.244	1769.319	2952.819	4468.592	--undefined--
35.045156	4	347.665	1780.548	2922.337	4447.774	--undefined--
35.050156	4	321.489	1783.128	2938.439	4525.920	--undefined--
35.055156	4	320.874	1785.031	3008.598	4478.245	--undefined--
35.060156	4	347.259	1807.814	2958.614	4401.766	--undefined--
35.065156	4	338.397	1795.389	2898.536	4374.516	--undefined--
35.070156	4	324.306	1749.167	2873.868	4505.419	--undefined--
35.075156	4	317.342	1807.466	3007.024	4725.982	--undefined--
35.080156	4	317.610	1813.527	3114.989	4306.955	--undefined--
35.085156	4	317.829	1795.480	3098.223	4168.668	--undefined--
35.090156	4	311.949	1799.875	3261.525	4333.854	--undefined--
35.095156	4	314.529	1754.845	3152.664	4264.263	--undefined--
35.100156	4	316.136	1748.972	3086.030	4304.870	--undefined--
35.105156	4	329.239	1815.449	3064.509	4397.910	--undefined--
35.110156	4	341.026	1830.525	3050.322	4446.291	--undefined--
35.115156	4	350.611	1841.476	3017.905	4433.425	--undefined--
35.120156	4	334.589	1843.042	3023.077	4418.616	--undefined--
35.125156	4	333.712	1841.561	3042.728	4467.627	--undefined--
35.130156	4	346.091	1808.612	2989.852	4630.006	--undefined--
35.135156	4	323.613	1608.572	2826.915	4734.861	--undefined--
35.140156	5	309.417	1582.987	2855.146	2858.610	4779.027
