time(s)	nformants	F1(Hz)	F2(Hz)	F3(Hz)	F4(Hz)	F5(Hz)
73.595156	5	475.295	1495.805	2028.875	3370.026	4568.688
73.600156	5	479.160	1445.180	2049.781	3367.029	4519.987
73.605156	5	483.925	1382.600	2102.334	3345.398	4507.651
73.610156	5	476.058	1333.563	2193.712	3326.958	4480.599
73.615156	5	456.472	1304.358	2191.636	3331.419	4447.371
73.620156	5	438.575	1285.916	2218.163	3319.140	4475.304
73.625156	5	424.809	1276.084	2381.402	3273.057	4852.850
73.630156	4	403.444	1235.852	2368.835	3298.933	--undefined--
73.635156	4	373.203	1202.876	2222.610	3335.306	--undefined--
73.640156	4	343.305	1186.438	2224.607	3350.617	--undefined--
73.645156	4	345.489	1154.751	2295.358	3359.486	--undefined--
73.650156	4	333.461	1118.097	2236.644	3364.628	--undefined--
73.655156	5	302.958	1175.993	2294.012	3166.258	4898.877
73.660156	5	293.244	1185.972	2356.583	3048.202	4864.586
73.665156	5	290.075	1166.786	2312.492	3063.520	4829.178
73.670156	5	288.374	1162.863	2313.114	3065.461	4808.785
73.675156	5	288.804	1184.115	2339.440	3142.552	4929.757
73.680156	4	289.525	1194.099	2337.736	3218.384	--undefined--
73.685156	4	289.875	1195.743	2326.797	3183.102	--undefined--
73.690156	5	290.326	1182.566	2320.909	3127.862	4787.160
73.695156	5	289.773	1170.659	2320.429	3127.176	4753.082
73.700156	5	288.899	1162.115	2317.329	3069.295	4754.854
73.705156	5	289.087	1148.977	2333.878	3022.566	4773.643
73.710156	5	289.677	1155.152	2373.266	3045.892	4755.830
73.715156	5	288.964	1166.720	2392.103	3114.914	4707.275
73.720156	5	287.491	1161.044	2383.913	3145.125	4699.524
73.725156	5	289.361	1171.469	2443.686	3355.026	4765.421
73.730156	5	296.036	1191.980	2435.181	3494.672	4795.722
73.735156	5	302.691	1128.976	2403.207	3622.524	4745.579
73.740156	5	314.229	1068.950	2392.597	3773.318	4616.175
73.745156	4	325.892	1046.585	2396.351	3991.164	--undefined--
73.750156	4	361.772	1002.061	2386.138	3872.272	--undefined--
73.755156	5	419.880	988.225	2363.081	3715.341	4698.513
73.760156	5	453.735	988.290	2353.064	3621.218	4649.551
73.765156	5	460.290	986.341	2340.142	3564.486	4540.496
73.770156	5	460.215	982.440	2328.226	3543.480	4449.380
73.775156	5	465.501	977.867	2339.040	3568.336	4406.871
73.780156	5	470.509	970.522	2341.243	3565.224	4375.479
73.785156	5	468.162	987.713	2320.431	3495.407	4334.270
73.790156	5	464.204	993.981	2294.807	3493.321	4315.693
73.795156	5	457.571	992.937	2276.772	3546.779	4321.377
73.800156	5	450.061	1004.272	2308.086	3586.920	4533.352
73.805156	5	440.177	998.744	2326.406	3514.038	4753.578
73.810156	5	427.395	962.772	2292.409	3507.746	4731.301
73.815156	5	423.852	947.311	2269.062	3493.259	4389.961
73.820156	5	414.079	956.334	2181.810	3500.847	4401.516
73.825156	5	381.021	952.336	1990.377	3534.013	4432.557
73.830156	5	383.748	935.291	1982.369	3565.023	4503.971
73.835156	4	390.779	920.514	2041.121	3541.483	--undefined--
73.840156	5	379.107	961.211	2136.115	3354.006	4826.258
73.845156	4	363.959	1014.265	2172.398	3426.914	--undefined--
73.850156	4	363.838	1594.108	2130.525	3695.657	--undefined--
73.855156	5	355.136	1756.919	2030.128	3470.966	4605.257
73.860156	5	336.557	1851.817	2050.250	3473.611	4724.294
73.865156	5	321.122	2012.278	2146.795	3478.528	4709.991
73.870156	5	314.016	1985.082	2323.647	3498.721	4675.074
73.875156	5	312.813	1974.244	2446.698	3508.870	4760.774
73.880156	5	314.013	1958.450	2517.883	3505.632	4872.234
73.885156	5	317.088	1946.651	2540.281	3510.196	4858.821
73.890156	4	322.041	1945.775	2607.794	3506.674	--undefined--
73.895156	5	321.340	1947.764	2655.939	3504.085	4869.621
73.900156	4	320.623	1954.399	2639.971	3505.077	--undefined--
73.905156	4	320.078	1965.976	2628.138	3506.675	--undefined--
73.910156	4	319.865	1970.413	2589.492	3514.731	--undefined--
73.915156	4	319.990	1987.132	2565.227	3537.930	--undefined--
73.920156	4	320.736	2009.311	2599.550	3535.935	--undefined--
73.925156	4	323.605	2026.971	2686.269	3524.227	--undefined--
73.930156	4	327.973	2035.698	2731.008	3544.176	--undefined--
73.935156	5	328.411	2048.208	2566.168	3572.891	4752.143
73.940156	5	328.846	2059.440	2437.004	3596.322	4731.566
73.945156	4	329.425	2058.702	2430.457	3597.921	--undefined--
73.950156	4	333.612	2054.625	2371.763	3584.138	--undefined--
73.955156	5	341.397	2028.149	2322.769	3553.628	4718.188
73.960156	5	351.323	1986.764	2364.502	3566.464	4788.896
73.965156	5	365.467	1953.604	2349.178	3560.678	4804.447
73.970156	4	386.208	1932.623	2402.036	3566.760	--undefined--
73.975156	5	406.162	1863.994	2420.108	3553.134	4705.909
73.980156	5	423.928	1707.255	2770.125	3519.619	4648.397
73.985156	5	439.779	1664.263	2782.231	3445.124	4478.118
73.990156	5	461.995	1646.826	2587.581	3414.593	4434.414
73.995156	5	493.592	1614.934	2473.651	3408.046	4446.545
74.000156	5	523.038	1571.086	2493.606	3404.757	4410.898
74.005156	5	537.830	1525.287	2581.999	3367.557	4386.838
74.010156	5	549.974	1491.544	2656.388	3340.268	4434.099
74.015156	5	566.350	1471.682	2647.530	3291.528	4454.860
74.020156	5	576.616	1454.528	2639.663	3311.268	4522.530
74.025156	5	586.336	1442.248	2695.896	3335.337	4606.221
74.030156	5	585.887	1432.610	2725.311	3292.628	4557.055
74.035156	5	587.126	1421.428	2773.684	3301.854	4592.565
74.040156	5	581.326	1411.486	2776.931	3359.636	4804.399
74.045156	4	577.163	1418.850	2843.910	3387.870	--undefined--
74.050156	4	562.334	1419.079	2856.094	3369.778	--undefined--
74.055156	4	529.159	1415.907	2847.107	3320.995	--undefined--
74.060156	4	498.254	1417.699	2818.458	3293.080	--undefined--
74.065156	4	456.250	1417.705	2763.719	3271.310	--undefined--
74.070156	4	371.888	1383.605	2733.006	3286.378	--undefined--
74.075156	5	324.566	1369.102	2498.457	3373.331	4684.719
74.080156	5	308.218	1376.735	2543.873	3401.060	4689.243
74.085156	5	339.713	1391.202	2728.850	3549.617	4852.087
74.090156	4	351.828	1396.637	2745.235	3651.431	--undefined--
74.095156	4	358.689	1383.817	2784.212	3778.921	--undefined--
74.100156	4	371.119	1392.632	2797.122	3810.333	--undefined--
74.105156	4	408.350	1392.167	2804.355	3845.108	--undefined--
74.110156	4	490.480	1414.045	2827.048	3966.632	--undefined--
74.115156	4	569.575	1453.613	2856.231	4071.484	--undefined--
74.120156	5	616.101	1458.838	2854.487	3666.047	4142.589
74.125156	5	661.563	1461.521	2841.673	3364.120	4217.904
74.130156	5	695.210	1467.276	2844.660	3235.096	4224.529
74.135156	5	722.396	1464.886	2852.432	3127.987	4242.261
74.140156	5	746.799	1458.368	2849.612	3261.459	4262.305
74.145156	5	762.377	1444.691	2808.356	3906.227	4211.788
74.150156	4	766.329	1433.912	2758.399	3768.681	--undefined--
74.155156	5	756.435	1427.803	2773.159	3033.561	4839.136
74.160156	5	748.171	1430.829	2562.098	3006.226	4768.240
74.165156	5	742.471	1443.659	2406.191	3111.163	4741.105
74.170156	5	745.498	1454.965	2493.050	3601.482	4891.256
74.175156	4	768.167	1491.900	2554.879	3901.215	--undefined--
74.180156	4	747.384	1493.687	2495.368	3832.846	--undefined--
74.185156	4	404.111	1474.676	2440.595	3796.273	--undefined--
74.190156	4	304.442	1295.888	2120.413	3434.137	--undefined--
74.195156	4	323.540	1290.975	1965.174	3450.191	--undefined--
74.200156	5	333.703	1138.719	2019.549	3469.731	4938.743
74.205156	5	341.509	1154.049	1992.457	3442.317	4807.097
74.210156	5	338.613	1387.458	1894.665	3411.823	4803.585
74.215156	5	340.911	1443.830	1849.040	3397.696	4772.846
74.220156	5	341.395	1572.584	1799.845	3365.193	4811.274
74.225156	5	342.864	1442.495	1827.512	3356.804	4726.156
74.230156	4	344.790	1862.425	3335.653	4599.156	--undefined--
74.235156	5	343.810	1347.164	1907.431	3370.557	4599.398
74.240156	5	341.511	1473.338	1973.460	3379.806	4689.533
74.245156	5	339.342	1623.948	1994.097	3412.092	4657.541
74.250156	5	336.564	1654.232	1979.054	3408.619	4724.789
74.255156	5	334.715	1297.044	1948.359	3338.688	4768.004
74.260156	5	329.612	1510.174	1938.745	3404.007	4790.250
74.265156	5	326.979	1636.794	1933.566	3459.943	4753.025
74.270156	4	325.767	1645.370	1947.552	3396.039	--undefined--
74.275156	5	323.240	1873.260	1958.990	3284.061	4790.654
74.280156	5	321.605	1937.337	2194.644	3183.956	4753.247
74.285156	4	317.775	1948.450	2046.500	3156.346	--undefined--
74.290156	3	314.912	1936.740	3204.692	--undefined--	--undefined--
74.295156	4	305.099	1945.616	2215.843	3378.918	--undefined--
74.300156	4	298.012	1954.088	2279.990	3437.705	--undefined--
74.305156	4	290.657	2010.939	2035.186	3450.533	--undefined--
74.310156	4	287.313	1764.682	2066.498	3433.742	--undefined--
74.315156	4	289.169	2196.576	3430.247	3724.795	--undefined--
74.320156	4	286.399	2329.325	3445.574	3935.955	--undefined--
74.325156	4	286.832	2216.744	3362.150	3635.178	--undefined--
74.330156	4	291.184	2257.996	3332.980	3564.519	--undefined--
74.335156	4	282.310	2384.071	3306.896	3581.690	--undefined--
74.340156	4	279.407	1737.219	2534.234	3211.752	--undefined--
74.345156	4	281.702	1845.078	2496.605	3224.524	--undefined--
74.350156	4	280.511	1572.161	2418.811	3380.978	--undefined--
74.355156	4	280.500	1519.136	2528.012	3411.228	--undefined--
74.360156	4	281.372	1576.998	2501.725	3413.817	--undefined--
74.365156	4	282.680	1898.288	2341.409	3373.779	--undefined--
74.370156	4	285.184	1877.112	2142.381	3378.968	--undefined--
74.375156	4	286.993	1755.811	2181.727	3407.770	--undefined--
74.380156	4	288.844	1399.731	2113.473	3347.882	--undefined--
74.385156	4	288.886	1809.807	2151.200	3373.274	--undefined--
74.390156	4	289.714	1967.144	2732.158	3488.441	--undefined--
74.395156	4	289.618	1828.955	2535.969	3466.214	--undefined--
74.400156	4	290.119	1778.876	2531.746	3286.150	--undefined--
74.405156	4	291.592	2008.322	2814.696	3245.596	--undefined--
74.410156	4	295.401	1951.426	3266.430	4021.620	--undefined--
74.415156	4	295.222	1944.565	1948.169	3293.360	--undefined--
74.420156	4	296.902	1886.454	2037.156	3302.501	--undefined--
74.425156	4	299.109	1862.790	2062.561	3386.683	--undefined--
74.430156	5	298.416	1826.083	1878.920	3418.343	4772.518
74.435156	5	300.957	1639.165	1914.297	3338.051	4669.407
74.440156	5	303.817	1793.411	1858.384	3389.483	4788.342
74.445156	4	310.795	1789.804	3356.950	4261.735	--undefined--
74.450156	4	301.135	1739.946	3127.059	4094.711	--undefined--
74.455156	4	299.217	1700.929	2974.420	4042.412	--undefined--
74.460156	4	297.834	1692.076	2915.089	4040.280	--undefined--
74.465156	4	291.596	1775.745	3074.136	4094.803	--undefined--
74.470156	4	295.790	1775.923	3203.357	4104.150	--undefined--
74.475156	4	304.381	1719.237	3605.423	4063.282	--undefined--
74.480156	4	310.079	1655.943	3461.682	4167.561	--undefined--
74.485156	4	305.435	1649.609	3452.883	4202.419	--undefined--
74.490156	4	302.966	1575.703	3942.453	4228.590	--undefined--
74.495156	5	302.426	1414.985	2178.125	3832.377	4729.619
74.500156	5	303.065	1391.680	2234.500	3825.784	4707.329
74.505156	4	315.113	1460.815	2693.416	4049.137	--undefined--
74.510156	4	319.635	1378.523	2954.250	4160.524	--undefined--
74.515156	5	321.500	1545.665	2273.532	3927.819	4565.771
74.520156	5	326.163	1513.504	1849.707	3539.878	4674.111
74.525156	4	340.304	1634.180	3480.699	4649.390	--undefined--
74.530156	5	338.281	1373.272	1999.496	3503.950	4627.326
74.535156	5	342.609	1288.661	2052.830	3534.021	4546.193
74.540156	5	341.626	1291.699	1992.335	3570.053	4509.453
74.545156	5	349.684	1295.037	1987.865	3582.469	4525.965
74.550156	5	355.892	1306.753	1972.790	3608.034	4571.720
74.555156	5	371.818	1442.858	1940.529	3537.858	4629.576
74.560156	5	384.245	1512.409	1950.024	3434.909	4649.651
74.565156	5	392.964	1557.646	1989.735	3438.442	4595.991
74.570156	5	401.316	1712.872	1848.292	3402.999	4619.061
74.575156	5	399.198	1765.282	1813.866	3495.105	4641.676
74.580156	5	398.811	1712.382	1815.520	3508.984	4636.695
74.585156	5	394.935	1500.862	1987.807	3521.311	4638.345
74.590156	5	393.489	1527.533	2044.466	3541.662	4805.258
74.595156	5	392.814	1663.900	2051.071	3488.308	4785.467
74.600156	5	393.747	1742.952	2129.675	3418.163	4742.420
74.605156	5	388.705	1766.967	2200.621	3439.127	4770.859
74.610156	5	380.601	1735.517	2212.723	3487.212	4801.825
74.615156	5	371.758	1728.076	2211.380	3491.466	4765.142
74.620156	5	368.065	1732.380	2230.295	3448.112	4756.664
74.625156	5	361.295	1775.376	2238.482	3575.292	4843.736
74.630156	5	320.201	1846.396	2257.052	3585.141	4864.462
74.635156	4	307.968	1847.844	2548.960	3678.592	--undefined--
74.640156	4	318.558	1854.271	2863.406	3878.430	--undefined--
74.645156	4	431.900	1775.244	2515.266	3430.120	--undefined--
74.650156	5	388.855	1659.964	2432.690	3364.266	4750.162
74.655156	5	334.114	1812.910	2339.112	3319.576	4828.355
74.660156	5	307.628	1739.504	2856.201	3291.124	4791.457
74.665156	5	306.723	1751.274	2942.829	3194.742	4782.809
74.670156	5	306.651	1770.866	2971.736	3149.902	4889.985
74.675156	5	307.822	1756.488	3071.478	3155.183	4812.611
74.680156	5	315.855	1771.287	3037.503	3360.854	4867.126
74.685156	4	329.661	1786.142	3001.001	3360.152	--undefined--
74.690156	5	350.704	1789.187	2974.666	3327.175	4944.502
74.695156	4	371.327	1783.798	2953.757	3350.991	--undefined--
74.700156	4	392.438	1775.059	2932.242	3359.985	--undefined--
74.705156	4	407.256	1753.989	2903.736	3345.670	--undefined--
74.710156	4	414.522	1728.323	2905.880	3336.810	--undefined--
74.715156	5	420.568	1706.752	2879.485	3294.761	4901.853
74.720156	5	433.805	1711.021	2794.232	3312.870	4747.195
74.725156	4	428.758	1720.454	2787.979	3333.178	--undefined--
74.730156	4	419.980	1712.824	2788.124	3326.510	--undefined--
74.735156	4	409.277	1704.357	2800.194	3281.359	--undefined--
74.740156	5	392.468	1700.227	2882.362	3171.339	4672.425
74.745156	5	378.701	1691.363	2902.683	2945.990	4485.210
74.750156	5	354.019	1675.935	2603.332	3129.561	4681.992
74.755156	4	329.104	1680.505	2507.003	3175.058	--undefined--
74.760156	4	317.799	1712.697	3080.962	3913.349	--undefined--
74.765156	4	306.962	1746.615	3133.316	4125.541	--undefined--
74.770156	4	333.546	1786.855	3188.224	3677.103	--undefined--
74.775156	4	381.978	1856.802	3169.159	3522.203	--undefined--
74.780156	4	338.984	1839.997	2465.012	3406.357	--undefined--
74.785156	5	301.727	1753.000	2486.509	3353.728	4645.288
74.790156	5	311.139	1823.978	2651.478	3321.601	4574.189
74.795156	5	309.632	1823.086	2938.683	3361.719	4681.238
74.800156	5	304.259	1839.211	3050.460	3385.380	4837.426
74.805156	4	299.354	1874.995	3101.455	3429.335	--undefined--
74.810156	4	294.353	1887.473	3083.165	3494.201	--undefined--
74.815156	4	291.970	1903.911	3098.999	3542.124	--undefined--
74.820156	4	292.232	1933.114	3130.809	3578.464	--undefined--
74.825156	4	293.031	1942.220	3141.717	3595.574	--undefined--
74.830156	4	292.538	1945.242	3152.625	3610.613	--undefined--
74.835156	4	293.848	1950.277	3168.864	3607.933	--undefined--
74.840156	4	295.244	1962.649	3160.296	3613.373	--undefined--
74.845156	4	295.291	1947.954	3178.443	3592.825	--undefined--
74.850156	4	294.619	1940.909	3186.740	3525.851	--undefined--
74.855156	4	295.131	1917.769	3136.073	3562.551	--undefined--
74.860156	4	296.893	1877.296	3114.554	3574.670	--undefined--
74.865156	4	298.335	1925.421	3130.297	3582.734	--undefined--
74.870156	4	297.625	1968.762	3189.757	3627.842	--undefined--
74.875156	4	295.363	1994.684	3247.991	3608.244	--undefined--
74.880156	4	295.907	2049.888	3256.947	3449.815	--undefined--
74.885156	4	297.473	2041.997	3088.931	3474.814	--undefined--
74.890156	4	296.721	1960.795	2998.333	3635.537	--undefined--
74.895156	5	295.277	1961.960	2973.217	3537.246	4784.030
74.900156	5	290.708	1883.629	2981.370	3552.652	4685.854
74.905156	5	284.555	1911.600	3023.822	3667.582	4579.213
74.910156	5	282.851	1926.050	3079.340	3931.876	4473.384
74.915156	5	281.740	1783.781	3072.038	4004.356	4569.556
74.920156	4	476.120	1576.358	3129.265	4344.889	--undefined--
74.925156	5	545.678	1530.454	2229.144	3489.756	4506.121
74.930156	5	549.866	1532.438	2227.143	3471.078	4530.126
74.935156	5	565.429	1527.435	2294.526	3388.178	4528.642
74.940156	5	582.747	1492.132	2426.489	3279.948	4753.768
74.945156	5	594.250	1429.293	2430.658	3273.182	4695.676
74.950156	5	592.297	1391.899	2493.001	3322.718	4724.250
74.955156	4	590.834	1364.361	2635.068	3428.727	--undefined--
74.960156	5	579.645	1321.050	2695.317	3306.112	4832.183
74.965156	5	570.334	1300.112	2666.221	3101.337	4716.054
74.970156	5	564.120	1288.654	2552.586	3149.900	4706.524
74.975156	5	554.576	1282.750	2553.691	3095.450	4566.021
74.980156	5	554.740	1293.306	2581.802	3126.502	4705.911
74.985156	5	550.617	1316.380	2680.426	3119.795	4833.695
74.990156	5	529.879	1284.098	2913.758	3016.429	4583.961
74.995156	5	513.945	1283.735	2909.107	2976.936	4527.871
75.000156	5	458.028	1308.680	2807.663	2947.667	4525.982
75.005156	5	409.933	1328.125	2877.465	3211.952	4538.902
75.010156	5	404.405	1284.381	2808.994	3434.575	4593.321
75.015156	5	454.900	1184.632	2876.572	2939.691	4654.087
75.020156	5	485.277	1101.321	2867.739	2965.807	4487.093
75.025156	5	489.190	1085.373	2846.547	2932.256	4466.297
75.030156	5	505.733	1069.551	2837.260	2853.683	4469.415
75.035156	5	527.624	1056.228	2695.234	3149.563	4471.875
75.040156	5	544.889	1041.807	2678.152	3347.641	4459.021
75.045156	5	551.593	1028.553	2658.746	3421.651	4433.178
75.050156	5	556.926	1019.187	2633.850	3481.513	4452.058
75.055156	5	559.421	1011.983	2616.481	3519.551	4419.189
75.060156	5	565.763	1000.401	2602.645	3515.085	4361.365
75.065156	5	573.312	995.986	2584.626	3564.878	4305.033
75.070156	5	579.619	1003.608	2572.275	3677.756	4269.949
75.075156	5	581.383	1018.131	2571.889	3662.982	4266.819
75.080156	5	585.281	1033.830	2557.622	3614.492	4270.876
75.085156	5	591.721	1049.727	2538.993	3596.686	4262.027
75.090156	5	601.017	1065.711	2525.304	3617.033	4257.025
75.095156	5	614.956	1083.379	2526.541	3728.273	4278.636
75.100156	5	625.719	1107.185	2518.510	3752.879	4282.631
75.105156	5	627.184	1146.835	2517.810	3765.829	4323.097
75.110156	5	620.828	1190.911	2524.917	3723.691	4433.976
75.115156	5	618.177	1215.372	2525.798	3702.362	4519.734
75.120156	5	619.920	1232.797	2532.231	3677.859	4505.183
75.125156	5	621.679	1270.657	2539.799	3636.335	4542.239
75.130156	5	612.945	1327.692	2541.833	3590.505	4544.606
75.135156	5	605.933	1371.244	2556.965	3540.495	4533.833
75.140156	5	600.129	1415.724	2608.404	3469.977	4554.855
75.145156	5	586.267	1481.044	2674.230	3522.669	4633.461
75.150156	5	570.013	1539.231	2627.936	3105.695	4636.158
75.155156	5	551.324	1585.698	2660.739	2904.777	4650.490
75.160156	5	525.883	1643.599	2577.572	3089.672	4655.703
75.165156	5	502.169	1684.004	2304.660	3404.322	4655.531
75.170156	5	485.045	1770.151	2273.756	3425.061	4672.623
75.175156	4	483.660	1804.545	2936.981	4279.603	--undefined--
75.180156	4	477.545	1822.364	2953.616	4236.849	--undefined--
75.185156	4	469.590	1830.736	2962.771	4005.104	--undefined--
75.190156	4	489.280	1827.538	2884.671	3844.105	--undefined--
75.195156	4	528.375	1799.856	2733.757	3803.190	--undefined--
75.200156	4	497.129	1571.773	2526.488	3768.459	--undefined--
75.205156	4	464.143	1399.505	2740.922	3745.317	--undefined--
75.210156	4	473.364	1384.061	2497.105	3743.399	--undefined--
75.215156	4	509.299	1373.668	2604.646	3768.123	--undefined--
75.220156	4	499.984	1320.148	2683.050	3780.207	--undefined--
75.225156	4	500.961	1332.786	2708.253	3870.223	--undefined--
75.230156	4	517.427	1722.365	2785.240	3931.275	--undefined--
75.235156	4	482.886	1847.813	2885.118	3934.095	--undefined--
75.240156	4	425.859	1835.882	2912.943	3923.693	--undefined--
75.245156	4	395.566	1596.973	2920.986	3922.437	--undefined--
75.250156	4	392.614	1776.940	2961.810	4069.636	--undefined--
75.255156	4	382.987	1868.554	2940.119	4133.850	--undefined--
75.260156	4	365.430	1887.546	2945.932	4090.310	--undefined--
75.265156	4	364.920	1892.771	2950.946	3974.435	--undefined--
75.270156	4	363.507	1886.610	2957.923	4010.936	--undefined--
75.275156	4	361.203	1888.932	2962.123	4119.152	--undefined--
75.280156	4	357.413	1891.976	2955.358	4292.814	--undefined--
75.285156	4	362.675	1880.698	2946.969	4599.517	--undefined--
75.290156	4	378.593	1855.044	2940.519	4659.248	--undefined--
75.295156	4	398.797	1853.733	2952.413	4684.076	--undefined--
75.300156	4	417.545	1853.906	3005.598	4714.572	--undefined--
75.305156	4	433.117	1850.405	3010.039	4728.556	--undefined--
75.310156	4	436.450	1862.236	3008.607	4637.006	--undefined--
75.315156	4	440.777	1848.881	2981.396	4632.041	--undefined--
75.320156	4	471.753	1844.964	2968.775	4594.168	--undefined--
75.325156	4	499.324	1800.024	2980.853	4597.395	--undefined--
75.330156	4	509.367	1764.751	2988.410	4618.649	--undefined--
75.335156	4	515.346	1756.763	2924.608	4603.277	--undefined--
75.340156	4	535.639	1750.580	2880.963	4595.799	--undefined--
75.345156	4	572.035	1734.296	2899.261	4566.154	--undefined--
75.350156	4	608.867	1711.829	2899.078	4469.089	--undefined--
75.355156	4	613.390	1675.898	2880.128	4414.102	--undefined--
75.360156	4	605.389	1632.032	2796.960	4415.947	--undefined--
75.365156	4	617.626	1627.127	2789.500	4408.997	--undefined--
75.370156	4	600.563	1606.442	2808.288	4325.632	--undefined--
75.375156	4	585.404	1574.706	2734.531	4282.376	--undefined--
75.380156	4	587.173	1540.019	2692.862	4317.362	--undefined--
75.385156	4	578.297	1482.968	2656.851	4323.081	--undefined--
75.390156	4	555.797	1321.484	2643.449	4300.488	--undefined--
75.395156	4	545.434	1354.001	2662.443	4277.127	--undefined--
75.400156	4	549.196	1484.427	2672.076	4259.606	--undefined--
75.405156	4	507.490	1569.916	2671.661	4234.638	--undefined--
75.410156	4	400.725	1543.029	2655.947	4227.521	--undefined--
75.415156	4	325.480	1530.510	2644.113	4209.531	--undefined--
75.420156	4	322.537	1492.299	2682.091	4270.132	--undefined--
75.425156	5	333.800	1265.673	2714.530	3602.553	4788.626
75.430156	4	327.964	1357.154	2716.356	4452.419	--undefined--
75.435156	4	319.003	1585.337	2726.895	4656.652	--undefined--
75.440156	4	313.619	1644.857	2737.832	4733.803	--undefined--
75.445156	4	314.030	1611.445	2741.404	4785.245	--undefined--
75.450156	4	317.394	1562.133	2762.172	4763.405	--undefined--
75.455156	4	311.159	1423.460	2776.241	4697.044	--undefined--
75.460156	4	303.108	1433.030	2757.640	4689.086	--undefined--
75.465156	4	300.585	1418.148	2747.778	4680.875	--undefined--
75.470156	4	300.984	1437.974	2767.752	4593.317	--undefined--
75.475156	4	302.766	1479.355	2803.266	4603.327	--undefined--
75.480156	4	311.350	1620.796	2812.825	4638.599	--undefined--
75.485156	4	312.320	1631.632	2817.189	4655.518	--undefined--
75.490156	5	314.065	1482.268	2801.332	3743.705	4689.046
75.495156	5	318.126	1431.266	2785.713	3777.387	4690.440
75.500156	4	327.822	1403.371	2783.408	4670.330	--undefined--
75.505156	4	339.054	1511.750	2792.855	4670.167	--undefined--
75.510156	4	330.501	1566.861	2812.950	4723.672	--undefined--
75.515156	4	336.836	1563.799	2862.123	4752.141	--undefined--
75.520156	4	688.596	1592.766	2824.777	4162.931	--undefined--
75.525156	4	683.529	1547.715	2811.509	4126.876	--undefined--
75.530156	4	690.105	1541.526	2821.247	4173.481	--undefined--
75.535156	4	711.400	1540.093	2833.536	4410.516	--undefined--
75.540156	4	715.388	1527.034	2831.090	4500.733	--undefined--
75.545156	5	717.024	1514.883	2839.190	3333.166	4508.788
75.550156	5	737.335	1504.144	2857.971	3279.356	4465.603
75.555156	5	753.169	1505.189	2836.285	3206.723	4446.728
75.560156	5	769.938	1512.653	2818.730	2952.507	4453.344
75.565156	5	780.314	1515.670	2689.180	2842.357	4505.979
75.570156	5	792.386	1527.234	2786.342	2916.042	4374.509
75.575156	5	800.382	1527.062	2779.267	2836.580	4335.608
75.580156	5	822.468	1523.907	2677.538	2799.484	4399.310
75.585156	5	844.867	1529.575	2762.541	2789.349	4461.635
75.590156	5	849.739	1531.550	2687.923	2731.760	4534.901
75.595156	5	828.300	1528.201	2381.454	2845.822	4518.315
75.600156	5	800.936	1515.156	2225.399	2990.657	4505.944
75.605156	5	763.700	1492.811	2049.214	3110.697	4484.020
75.610156	5	698.856	1469.163	2025.361	3116.029	4475.103
75.615156	5	672.523	1469.695	2039.776	3107.259	4479.348
75.620156	5	688.947	1512.576	2166.347	2930.161	4474.168
75.625156	5	718.945	1101.543	1492.727	2519.859	4433.764
75.630156	4	1107.987	1486.712	2663.991	4427.058	--undefined--
75.635156	4	1087.260	1469.888	2755.123	4571.285	--undefined--
75.640156	5	481.862	1347.721	1675.469	2825.768	4598.904
75.645156	5	478.244	1198.218	1949.347	2871.857	4631.744
75.650156	5	503.749	1161.966	1416.682	2825.824	4661.206
75.655156	4	627.510	1392.755	2820.932	4633.371	--undefined--
75.660156	4	467.581	1357.596	2729.332	4624.880	--undefined--
75.665156	5	400.111	1292.806	2617.029	2730.638	4636.520
75.670156	4	391.839	1285.242	2650.652	4662.153	--undefined--
75.675156	5	359.385	1278.887	2691.440	2704.487	4713.900
75.680156	5	347.818	1257.763	2288.764	2920.030	4682.954
75.685156	5	364.405	1267.637	2504.402	3065.652	4645.224
75.690156	4	389.937	1253.442	2324.872	4607.874	--undefined--
75.695156	5	390.502	1218.847	2193.162	4314.129	4599.200
75.700156	5	395.380	1219.369	2131.601	3946.656	4612.714
75.705156	5	430.324	1220.632	2131.175	3849.622	4611.953
75.710156	5	417.116	1202.071	2124.105	3410.913	4651.138
75.715156	5	327.496	1259.777	2185.945	3509.736	4666.246
75.720156	5	324.448	1297.565	2242.625	3368.145	4681.130
75.725156	5	309.519	1284.124	2141.495	3297.179	4704.384
75.730156	4	1025.609	2141.040	3306.635	4767.312	--undefined--
75.735156	4	1069.938	2173.471	3342.160	4717.048	--undefined--
75.740156	5	298.708	1333.838	2188.789	3623.569	4601.112
75.745156	4	683.058	1692.448	2834.660	4585.632	--undefined--
75.750156	4	651.241	1518.583	2836.108	4450.070	--undefined--
75.755156	4	635.440	1451.896	2827.537	4486.076	--undefined--
75.760156	5	641.372	1426.569	2771.704	3541.088	4913.124
75.765156	5	642.553	1433.488	2727.432	4567.766	4650.510
75.770156	4	642.895	1433.880	2732.792	4568.708	--undefined--
75.775156	4	632.522	1427.891	2756.278	4062.481	--undefined--
75.780156	4	617.044	1433.950	2776.239	4034.594	--undefined--
75.785156	4	592.382	1439.890	2764.813	3771.346	--undefined--
75.790156	5	562.496	1440.074	2740.083	3251.008	4772.455
75.795156	5	533.802	1453.447	2751.037	3395.643	4801.136
75.800156	4	497.880	1473.772	2747.937	4516.569	--undefined--
75.805156	3	421.351	1450.862	2760.368	--undefined--	--undefined--
